선수ID,선수이름,포지션,보유신규특성,국가,주발,약발,클럽1,클럽2,클럽3,클럽4,클럽5,클럽6,클럽7,클럽8,클럽9
845207865,마르키뉴스,CB,체이서,브라질,오른발,3,파리 생제르맹,AS 로마,,,,,,,
845208722,사디오 마네,LW,라인 브레이커,세네갈,양발,5,바이에른 뮌헨,리버풀,사우샘프턴,레드불 잘츠부르크,FC 메스,,,,
845214098,프랑크 레이카르트,CB,와일드 태클러,네덜란드,오른발,4,아약스,밀라노 FC,스포르팅 CP,,,,,,
845222481,로랑 블랑,CB,와일드 태클러,프랑스,오른발,3,맨체스터 유나이티드,롬바르디아 FC,올랭피크 마르세유,FC 바르셀로나,AS 생테티엔,SSC 나폴리,몽펠리에 HSC,,
845224232,니콜로 바렐라,CM,체이서,이탈리아,오른발,3,롬바르디아 FC,칼리아리,,,,,,,
845225508,에릭 바이,CB,와일드 태클러,코트디부아르,오른발,3,비야레알 CF,맨체스터 유나이티드,올랭피크 마르세유,RCD 에스파뇰,,,,,
845226035,조던 모리스,ST,라인 브레이커,미국,오른발,3,,,,,,,,,
845231478,라우타로,ST,라인 브레이커,아르헨티나,양발,5,롬바르디아 FC,,,,,,,,
845231866,로드리,CDM,와일드 태클러,스페인,오른발,4,맨체스터 시티,비야레알 CF,,,,,,,
845232488,크리스티안 로메로,CB,와일드 태클러,아르헨티나,오른발,2,토트넘 홋스퍼,베르가모 칼초,제노아,유벤투스,,,,,
845237255,마일스 로빈슨,CB,와일드 태클러,미국,오른발,4,,,,,,,,,
845239301,L. 마르티네스,CB,와일드 태클러,아르헨티나,왼발,3,맨체스터 유나이티드,아약스,,,,,,,
845244349,요안 바스케스,CB,와일드 태클러,멕시코,왼발,2,제노아,,,,,,,,
845245152,S. 히메네스,ST,라인 브레이커,멕시코,왼발,3,밀라노 FC,페예노르트,,,,,,,
845246191,훌리안 알바레스,CF,라인 브레이커,아르헨티나,오른발,4,맨체스터 시티,,,,,,,,
845252802,윌프리드 싱고,RB,체이서,코트디부아르,오른발,3,갈라타사라이,AS 모나코,토리노,,,,,,
846000250,데이비드 베컴,CM,2개의 심장,잉글랜드,오른발,4,파리 생제르맹,밀라노 FC,LA 갤럭시,레알 마드리드,맨체스터 유나이티드,,,,
846001551,뤼도비크 지울리,RW,라인 브레이커,프랑스,오른발,4,FC 로리앙,AS 모나코,파리 생제르맹,AS 로마,FC 바르셀로나,올랭피크 리옹,,,
846005471,프랭크 램파드,CM,파이터,잉글랜드,오른발,4,맨체스터 시티,첼시,웨스트 햄 유나이티드,,,,,,
846005661,페르난도 모리엔테스,ST,크로스 포쳐,스페인,양발,5,올랭피크 마르세유,발렌시아 CF,리버풀,AS 모나코,레알 마드리드,,,,
846005740,야프 스탐,CB,파이터,네덜란드,오른발,3,아약스,밀라노 FC,라티움,맨체스터 유나이티드,,,,,
846013743,스티븐 제라드,CM,크로스 포쳐,잉글랜드,오른발,4,LA 갤럭시,리버풀,,,,,,,
846020289,야야 투레,CM,크로스 포쳐,코트디부아르,오른발,4,맨체스터 시티,FC 바르셀로나,AS 모나코,,,,,,
846020801,크리스티아누 호날두,ST,크로스 포쳐,포르투갈,양발,5,맨체스터 유나이티드,유벤투스,레알 마드리드,스포르팅 CP,,,,,
846031432,디디에 드로그바,ST,크로스 포쳐,코트디부아르,양발,5,첼시,갈라타사라이,상하이 선화,올랭피크 마르세유,,,,,
846044897,예지 두덱,GK,GK 빠른 반응,폴란드,왼발,3,레알 마드리드,리버풀,페예노르트,,,,,,
846045197,샤비 알론소,CDM,와일드 태클러,스페인,오른발,4,바이에른 뮌헨,레알 마드리드,리버풀,SD 에이바르,레알 소시에다드,,,,
846121939,필립 람,RB,와일드 태클러,독일,양발,5,VfB 슈투트가르트,바이에른 뮌헨,,,,,,,
846138412,제임스 밀너,CM,2개의 심장,잉글랜드,오른발,4,브라이턴 호브 앨비언,리버풀,맨체스터 시티,애스턴 빌라,뉴캐슬 유나이티드,리즈 유나이티드,,,
846139720,빈센트 콤파니,CB,와일드 태클러,벨기에,오른발,3,맨체스터 시티,함부르크 SV,,,,,,,
846156616,프랑크 리베리,LW,아크로바틱 피니셔,프랑스,양발,5,피오렌티나,바이에른 뮌헨,올랭피크 마르세유,갈라타사라이,FC 메스,,,,
846165153,카림 벤제마,ST,크로스 포쳐,프랑스,양발,5,레알 마드리드,올랭피크 리옹,,,,,,,
846170890,블레즈 마튀이디,CM,체이서,프랑스,왼발,3,유벤투스,파리 생제르맹,AS 생테티엔,,,,,,
846173731,가레스 베일,RW,라인 브레이커,웨일스,왼발,3,토트넘 홋스퍼,레알 마드리드,사우샘프턴,,,,,,
846176944,마루안 펠라이니,CM,크로스 포쳐,벨기에,오른발,3,산둥 타이산,맨체스터 유나이티드,에버턴,,,,,,
846177003,루카 모드리치,CM,2개의 심장,크로아티아,양발,5,밀라노 FC,레알 마드리드,토트넘 홋스퍼,디나모 자그레브,,,,,
846181291,조르지뇨 베이날둠,CM,크로스 포쳐,네덜란드,오른발,4,파리 생제르맹,AS 로마,리버풀,뉴캐슬 유나이티드,페예노르트,,,,
846183277,에덴 아자르,CAM,라인 브레이커,벨기에,양발,5,레알 마드리드,첼시,LOSC 릴,,,,,,
846184943,하미레스,LM,2개의 심장,브라질,오른발,3,첼시,SL 벤피카,,,,,,,
846186627,마리오 발로텔리,ST,크로스 포쳐,이탈리아,오른발,4,제노아,올랭피크 마르세유,OGC 니스,리버풀,밀라노 FC,맨체스터 시티,롬바르디아 FC,,
846188335,안테 부디미르,ST,크로스 포쳐,크로아티아,왼발,4,오사수나,RCD 마요르카,삼프도리아,,,,,,
846188545,레반도프스키,ST,크로스 포쳐,폴란드,양발,5,FC 바르셀로나,바이에른 뮌헨,보루시아 도르트문트,,,,,,
846188567,P. 오바메양,LW,크로스 포쳐,가봉,오른발,4,올랭피크 마르세유,첼시,FC 바르셀로나,아스널,보루시아 도르트문트,AS 생테티엔,AS 모나코,LOSC 릴,밀라노 FC
846192505,로멜루 루카쿠,ST,크로스 포쳐,벨기에,왼발,4,SSC 나폴리,첼시,AS 로마,롬바르디아 FC,맨체스터 유나이티드,에버턴,웨스트 브로미치 앨비언,,
846193080,데헤아,GK,GK 빠른 반응,스페인,오른발,3,피오렌티나,맨체스터 유나이티드,,,,,,,
846193747,코케,CDM,2개의 심장,스페인,오른발,4,,,,,,,,,
846199564,세르지 로베르토,CM,크로스 포쳐,스페인,오른발,4,FC 바르셀로나,,,,,,,,
846200104,손흥민,LW,라인 브레이커,대한민국,양발,5,토트넘 홋스퍼,바이엘 04 레버쿠젠,함부르크 SV,,,,,,
846203376,버질 반다이크,CB,와일드 태클러,네덜란드,오른발,3,리버풀,사우샘프턴,셀틱,,,,,,
846208421,사울,CM,와일드 태클러,스페인,왼발,4,세비야 FC,첼시,,,,,,,
846208722,사디오 마네,LW,라인 브레이커,세네갈,양발,5,바이에른 뮌헨,리버풀,사우샘프턴,레드불 잘츠부르크,FC 메스,,,,
846210514,주앙 칸셀루,RB,와일드 태클러,포르투갈,오른발,4,FC 바르셀로나,맨체스터 시티,바이에른 뮌헨,유벤투스,롬바르디아 FC,발렌시아 CF,SL 벤피카,,
846211110,파울로 디발라,CAM,크로스 포쳐,아르헨티나,왼발,3,AS 로마,유벤투스,,,,,,,
846211117,델리 알리,CAM,크로스 포쳐,잉글랜드,오른발,3,에버턴,토트넘 홋스퍼,,,,,,,
846212831,알리송,GK,GK 빠른 반응,브라질,오른발,3,리버풀,AS 로마,,,,,,,
846213135,디보크 오리기,ST,크로스 포쳐,벨기에,양발,5,밀라노 FC,리버풀,VfL 볼프스부르크,LOSC 릴,,,,,
846214997,앙헬 코레아,RW,크로스 포쳐,아르헨티나,오른발,4,,,,,,,,,
846216267,앤드루 로버트슨,LB,파이터,스코틀랜드,왼발,2,리버풀,,,,,,,,
846216460,J. 히메네스,CB,와일드 태클러,우루과이,오른발,3,,,,,,,,,
846225953,스테번 베르흐바인,CF,라인 브레이커,네덜란드,오른발,3,아약스,토트넘 홋스퍼,,,,,,,
846228618,페를랑 멘디,LB,체이서,프랑스,양발,5,레알 마드리드,올랭피크 리옹,,,,,,,
846231281,T. 알렉산더-아놀드,RB,와일드 태클러,잉글랜드,오른발,4,레알 마드리드,리버풀,,,,,,,
846231677,마커스 래시포드,LW,라인 브레이커,잉글랜드,오른발,3,FC 바르셀로나,맨체스터 유나이티드,애스턴 빌라,,,,,,
846237238,스콧 맥토미니,CM,와일드 태클러,스코틀랜드,오른발,3,SSC 나폴리,맨체스터 유나이티드,,,,,,,
846242519,에우제비우,CF,라인 브레이커,포르투갈,양발,5,SL 벤피카,,,,,,,,
846243812,호드리구,RW,크로스 포쳐,브라질,오른발,4,레알 마드리드,,,,,,,,
848000240,로이 킨,CDM,와일드 태클러,아일랜드,오른발,3,셀틱,맨체스터 유나이티드,,,,,,,
848000246,폴 스콜스,CM,아크로바틱 피니셔,잉글랜드,오른발,4,맨체스터 유나이티드,,,,,,,,
848000488,올리버 칸,GK,GK 빠른 반응,독일,오른발,2,바이에른 뮌헨,,,,,,,,
848001041,하비에르 사네티,CDM,2개의 심장,아르헨티나,오른발,4,롬바르디아 FC,,,,,,,,
848001419,파트리크 비에이라,CDM,와일드 태클러,프랑스,오른발,3,맨체스터 시티,롬바르디아 FC,유벤투스,아스널,밀라노 FC,,,,
848001625,티에리 앙리,ST,라인 브레이커,프랑스,오른발,4,아스널,FC 바르셀로나,유벤투스,AS 모나코,,,,,
848001668,클로드 마켈렐레,CDM,와일드 태클러,프랑스,오른발,3,파리 생제르맹,첼시,레알 마드리드,셀타 비고,올랭피크 마르세유,FC 낭트,,,
848005740,야프 스탐,CB,와일드 태클러,네덜란드,오른발,3,아약스,밀라노 FC,라티움,맨체스터 유나이티드,,,,,
848007289,리오 퍼디난드,CB,와일드 태클러,잉글랜드,오른발,3,맨체스터 유나이티드,리즈 유나이티드,웨스트 햄 유나이티드,,,,,,
848007512,에르난 크레스포,ST,라인 브레이커,아르헨티나,양발,5,파르마,제노아,롬바르디아 FC,밀라노 FC,첼시,라티움,,,
848009676,사뮈엘 에토,ST,라인 브레이커,카메룬,오른발,4,삼프도리아,에버턴,첼시,롬바르디아 FC,FC 바르셀로나,RCD 마요르카,레알 마드리드,RCD 에스파뇰,
848013038,카를레스 푸욜,CB,와일드 태클러,스페인,오른발,3,FC 바르셀로나,,,,,,,,
848016619,이반 코르도바,CB,와일드 태클러,콜롬비아,오른발,3,롬바르디아 FC,,,,,,,,
848020801,크리스티아누 호날두,ST,크로스 포쳐,포르투갈,양발,5,맨체스터 유나이티드,유벤투스,레알 마드리드,스포르팅 CP,,,,,
848030110,디미타르 베르바토프,ST,아크로바틱 피니셔,불가리아,오른발,3,AS 모나코,풀럼,맨체스터 유나이티드,토트넘 홋스퍼,바이엘 04 레버쿠젠,,,,
848031432,디디에 드로그바,ST,크로스 포쳐,코트디부아르,오른발,4,첼시,갈라타사라이,상하이 선화,올랭피크 마르세유,,,,,
848034079,애슐리 콜,LB,체이서,잉글랜드,왼발,3,LA 갤럭시,AS 로마,첼시,크리스털 팰리스,아스널,,,,
848037576,호나우두,ST,라인 브레이커,브라질,양발,5,밀라노 FC,레알 마드리드,롬바르디아 FC,FC 바르셀로나,,,,,
848039943,박지성,LM,라인 브레이커,대한민국,양발,5,맨체스터 유나이티드,,,,,,,,
848041236,즐라탄,ST,아크로바틱 피니셔,스웨덴,오른발,4,밀라노 FC,LA 갤럭시,맨체스터 유나이티드,파리 생제르맹,FC 바르셀로나,롬바르디아 FC,유벤투스,아약스,
848045674,마이클 에시앙,CM,2개의 심장,가나,오른발,4,밀라노 FC,레알 마드리드,첼시,올랭피크 리옹,,,,,
848120274,안토니오 디나탈레,CF,라인 브레이커,이탈리아,양발,5,우디네세,,,,,,,,
848135455,마이콘,RB,와일드 태클러,브라질,오른발,4,AS 로마,맨체스터 시티,롬바르디아 FC,AS 모나코,,,,,
848138956,조르조 키엘리니,CB,파이터,이탈리아,왼발,3,유벤투스,피오렌티나,,,,,,,
848142754,하비에르 마스체라노,CB,와일드 태클러,아르헨티나,오른발,3,FC 바르셀로나,리버풀,웨스트 햄 유나이티드,,,,,,
848165153,카림 벤제마,ST,아크로바틱 피니셔,프랑스,양발,5,레알 마드리드,올랭피크 리옹,,,,,,,
848167495,마누엘 노이어,GK,GK 빠른 반응,독일,오른발,4,바이에른 뮌헨,,,,,,,,
848167948,위고 요리스,GK,GK 빠른 반응,프랑스,왼발,1,토트넘 홋스퍼,올랭피크 리옹,OGC 니스,,,,,,
848170890,블레즈 마튀이디,CM,와일드 태클러,프랑스,왼발,3,유벤투스,파리 생제르맹,AS 생테티엔,,,,,,
848176580,루이스 수아레스,ST,라인 브레이커,우루과이,양발,5,FC 바르셀로나,리버풀,아약스,,,,,,
848178509,올리비에 지루,ST,크로스 포쳐,프랑스,왼발,3,LOSC 릴,밀라노 FC,첼시,아스널,몽펠리에 HSC,,,,
848180216,셰이머스 콜먼,RB,2개의 심장,아일랜드,오른발,4,에버턴,,,,,,,,
848180930,에딘 제코,ST,크로스 포쳐,보스니아 헤르체고비나,양발,5,피오렌티나,롬바르디아 FC,AS 로마,맨체스터 시티,VfL 볼프스부르크,,,,
848181783,마리오 만주키치,ST,크로스 포쳐,크로아티아,오른발,4,밀라노 FC,유벤투스,바이에른 뮌헨,VfL 볼프스부르크,디나모 자그레브,,,,
848184941,알렉시스 산체스,LW,2개의 심장,칠레,오른발,4,세비야 FC,우디네세,롬바르디아 FC,올랭피크 마르세유,맨체스터 유나이티드,아스널,FC 바르셀로나,,
848188350,마르코 로이스,CAM,라인 브레이커,독일,양발,5,LA 갤럭시,보루시아 도르트문트,보루시아 묀헨글라트바흐,,,,,,
848188377,카일 워커,RB,체이서,잉글랜드,오른발,2,번리,맨체스터 시티,밀라노 FC,토트넘 홋스퍼,애스턴 빌라,셰필드 유나이티드,,,
848188545,레반도프스키,ST,크로스 포쳐,폴란드,양발,5,FC 바르셀로나,바이에른 뮌헨,보루시아 도르트문트,,,,,,
848189271,프랑시스 코클랭,CDM,와일드 태클러,프랑스,오른발,4,FC 낭트,비야레알 CF,발렌시아 CF,아스널,SC 프라이부르크,FC 로리앙,,,
848189505,페드로,RW,라인 브레이커,스페인,양발,5,라티움,AS 로마,첼시,FC 바르셀로나,,,,,
848189513,파레호,CM,와일드 태클러,스페인,오른발,4,비야레알 CF,발렌시아 CF,헤타페 CF,레알 마드리드,,,,,
848192638,마르코스 알론소,LWB,2개의 심장,스페인,왼발,3,셀타 비고,FC 바르셀로나,첼시,피오렌티나,레알 마드리드,,,,
848194765,앙투안 그리즈만,CF,라인 브레이커,프랑스,왼발,4,FC 바르셀로나,레알 소시에다드,,,,,,,
848200104,손흥민,LW,라인 브레이커,대한민국,양발,5,토트넘 홋스퍼,바이엘 04 레버쿠젠,함부르크 SV,,,,,,
848200145,카제미루,CDM,와일드 태클러,브라질,오른발,3,맨체스터 유나이티드,레알 마드리드,FC 포르투,,,,,,
848201942,호베르투 피르미누,CF,크로스 포쳐,브라질,양발,5,리버풀,TSG 호펜하임,,,,,,,
848202126,해리 케인,ST,아크로바틱 피니셔,잉글랜드,양발,5,바이에른 뮌헨,토트넘 홋스퍼,레스터 시티,,,,,,
848202652,라힘 스털링,RW,라인 브레이커,잉글랜드,오른발,4,페예노르트,첼시,아스널,맨체스터 시티,리버풀,,,,
848203376,버질 반다이크,CB,체이서,네덜란드,오른발,3,리버풀,사우샘프턴,셀틱,,,,,,
848204923,마르셀 자비처,RW,크로스 포쳐,오스트리아,오른발,4,보루시아 도르트문트,바이에른 뮌헨,맨체스터 유나이티드,RB 라이프치히,레드불 잘츠부르크,,,,
848204963,카르바할,RB,2개의 심장,스페인,오른발,3,레알 마드리드,바이엘 04 레버쿠젠,,,,,,,
848206113,세르주 그나브리,RW,라인 브레이커,독일,양발,5,바이에른 뮌헨,TSG 호펜하임,베르더 브레멘,아스널,웨스트 브로미치 앨비언,,,,
848208722,사디오 마네,LW,라인 브레이커,세네갈,양발,5,바이에른 뮌헨,리버풀,사우샘프턴,레드불 잘츠부르크,FC 메스,,,,
848209331,모하메드 살라,RW,라인 브레이커,이집트,왼발,4,리버풀,AS 로마,첼시,피오렌티나,,,,,
848209499,파비뉴,CDM,와일드 태클러,브라질,오른발,2,리버풀,AS 모나코,레알 마드리드,,,,,,
848211117,델리 알리,CAM,크로스 포쳐,잉글랜드,오른발,4,에버턴,토트넘 홋스퍼,,,,,,,
848211688,가야,LB,체이서,스페인,왼발,3,발렌시아 CF,,,,,,,,
848212188,티모 베르너,ST,라인 브레이커,독일,오른발,4,RB 라이프치히,토트넘 홋스퍼,첼시,VfB 슈투트가르트,,,,,
848212242,로베르트 안드리히,CDM,와일드 태클러,독일,오른발,4,바이엘 04 레버쿠젠,헤르타 BSC,,,,,,,
848215914,은골로 캉테,CDM,체이서,프랑스,오른발,3,첼시,레스터 시티,,,,,,,
848216267,앤드루 로버트슨,LB,2개의 심장,스코틀랜드,왼발,2,리버풀,,,,,,,,
848216435,S. 로보트카,CDM,와일드 태클러,슬로바키아,오른발,4,SSC 나폴리,셀타 비고,아약스,,,,,,
848216549,A. 쇨로트,ST,크로스 포쳐,노르웨이,왼발,4,비야레알 CF,RB 라이프치히,레알 소시에다드,크리스털 팰리스,,,,,
848217870,조반니 디로렌초,RB,파이터,이탈리아,오른발,4,SSC 나폴리,,,,,,,,
848220440,클레망 랑글레,CB,와일드 태클러,프랑스,왼발,4,FC 바르셀로나,애스턴 빌라,토트넘 홋스퍼,세비야 FC,,,,,
848222492,리로이 사네,LW,라인 브레이커,독일,왼발,3,갈라타사라이,바이에른 뮌헨,맨체스터 시티,,,,,,
848224232,니콜로 바렐라,CM,2개의 심장,이탈리아,오른발,3,롬바르디아 FC,칼리아리,,,,,,,
848224411,곤살루 게드스,LW,라인 브레이커,포르투갈,오른발,4,레알 소시에다드,울버햄프턴 원더러스,비야레알 CF,SL 벤피카,발렌시아 CF,파리 생제르맹,,,
848225439,롤란도 만드라고라,CDM,아크로바틱 피니셔,이탈리아,왼발,3,피오렌티나,토리노,우디네세,유벤투스,제노아,,,,
848226161,마르코스 요렌테,CM,2개의 심장,스페인,양발,5,레알 마드리드,데포르티보 알라베스,,,,,,,
848226754,이스마엘 벤나세르,CDM,파이터,알제리,왼발,3,디나모 자그레브,밀라노 FC,올랭피크 마르세유,아스널,,,,,
848227236,A. 잠보 앙기사,CM,와일드 태클러,카메룬,오른발,3,SSC 나폴리,풀럼,비야레알 CF,올랭피크 마르세유,스타드 랭스,,,,
848228618,페를랑 멘디,LB,와일드 태클러,프랑스,양발,5,레알 마드리드,올랭피크 리옹,,,,,,,
848230666,가브리엘 제주스,ST,라인 브레이커,브라질,오른발,4,아스널,맨체스터 시티,,,,,,,
848230938,F. 케시에,CM,와일드 태클러,코트디부아르,오른발,4,FC 바르셀로나,밀라노 FC,베르가모 칼초,,,,,,
848231478,라우타로,ST,라인 브레이커,아르헨티나,양발,5,롬바르디아 FC,,,,,,,,
848231521,E. 팔라시오스,CDM,와일드 태클러,아르헨티나,오른발,4,바이엘 04 레버쿠젠,,,,,,,,
848232293,빅터 오시멘,ST,크로스 포쳐,나이지리아,오른발,4,갈라타사라이,SSC 나폴리,LOSC 릴,VfL 볼프스부르크,,,,,
848232363,밀란 슈크리니아르,CB,와일드 태클러,슬로바키아,오른발,3,파리 생제르맹,롬바르디아 FC,삼프도리아,,,,,,
848232756,피카요 토모리,CB,와일드 태클러,잉글랜드,오른발,4,밀라노 FC,첼시,브라이턴 호브 앨비언,,,,,,
848232805,베르나르두,RB,체이서,브라질,왼발,3,TSG 호펜하임,레드불 잘츠부르크,브라이턴 호브 앨비언,RB 라이프치히,,,,,
848234396,알폰소 데이비스,LB,체이서,캐나다,왼발,4,바이에른 뮌헨,,,,,,,,
848237086,김민재,CB,체이서,대한민국,오른발,3,바이에른 뮌헨,SSC 나폴리,전북 현대 모터스,,,,,,
848237383,A. 바스토니,CB,와일드 태클러,이탈리아,왼발,3,롬바르디아 FC,파르마,베르가모 칼초,,,,,,
848238794,비니시우스,LW,라인 브레이커,브라질,오른발,4,레알 마드리드,,,,,,,,
848239053,페데리코 발베르데,CM,2개의 심장,우루과이,오른발,4,레알 마드리드,,,,,,,,
848239085,엘링 홀란,ST,라인 브레이커,노르웨이,왼발,4,맨체스터 시티,보루시아 도르트문트,레드불 잘츠부르크,,,,,,
848239818,후벵 디아스,CB,와일드 태클러,포르투갈,오른발,4,맨체스터 시티,SL 벤피카,,,,,,,
848241096,산드로 토날리,CDM,2개의 심장,이탈리아,오른발,4,뉴캐슬 유나이티드,밀라노 FC,,,,,,,
848247635,크바라츠헬리아,LW,라인 브레이커,조지아,양발,5,파리 생제르맹,SSC 나폴리,,,,,,,
848247679,V. 보니페이스,ST,라인 브레이커,나이지리아,오른발,4,베르더 브레멘,바이엘 04 레버쿠젠,,,,,,,
848252154,M. 카르네세키,GK,GK 빠른 반응,이탈리아,오른발,3,베르가모 칼초,,,,,,,,
848255654,P. 칼룰루,CB,와일드 태클러,프랑스,오른발,3,유벤투스,밀라노 FC,올랭피크 리옹,,,,,,
848260697,이사크 히엔,CB,와일드 태클러,스웨덴,오른발,3,베르가모 칼초,엘라스 베로나,,,,,,,
848278340,P. 코무초,CB,와일드 태클러,이탈리아,오른발,2,피오렌티나,,,,,,,,
851073078,사노 가이슈,CDM,2개의 심장,일본,오른발,3,,,,,,,,,
851186146,대니 웰벡,ST,크로스 포쳐,잉글랜드,오른발,4,브라이턴 호브 앨비언,왓퍼드,아스널,맨체스터 유나이티드,,,,,
851192678,키케 가르시아,ST,크로스 포쳐,스페인,양발,5,RCD 에스파뇰,데포르티보 알라베스,오사수나,SD 에이바르,미들즈브러,,,,
851192883,헨릭 미키타리안,CM,2개의 심장,아르메니아,양발,5,롬바르디아 FC,AS 로마,아스널,맨체스터 유나이티드,보루시아 도르트문트,샤흐타르 도네츠크,,,
851193474,이드리사 게예,CDM,와일드 태클러,세네갈,오른발,3,에버턴,파리 생제르맹,애스턴 빌라,LOSC 릴,,,,,
851194765,앙투안 그리즈만,CF,라인 브레이커,프랑스,왼발,4,FC 바르셀로나,레알 소시에다드,,,,,,,
851197031,마르빈 두크슈,ST,라인 브레이커,독일,오른발,4,베르더 브레멘,보루시아 도르트문트,,,,,,,
851202024,레모 프로일러,CDM,와일드 태클러,스위스,오른발,3,볼로냐,베르가모 칼초,,,,,,,
851204838,라울 히메네스,ST,크로스 포쳐,멕시코,오른발,4,풀럼,울버햄프턴 원더러스,SL 벤피카,,,,,,
851204935,조던 픽포드,GK,GK 빠른 반응,잉글랜드,왼발,4,에버턴,,,,,,,,
851208461,마르턴 더론,CDM,2개의 심장,네덜란드,오른발,3,베르가모 칼초,미들즈브러,,,,,,,
851210697,C. 뇌르고르,CDM,2개의 심장,덴마크,오른발,3,아스널,피오렌티나,함부르크 SV,,,,,,
851211378,잭슨 어바인,CM,2개의 심장,호주,오른발,3,셀틱,,,,,,,,
851216199,파트리크 마인카,CB,와일드 태클러,독일,오른발,3,보루시아 도르트문트,베르더 브레멘,아르미니아 빌레펠트,,,,,,
851216201,이냐키 윌리암스,RW,라인 브레이커,가나,오른발,3,아틀레틱 빌바오,,,,,,,,
851216354,A. 크라마리치,CAM,크로스 포쳐,크로아티아,오른발,4,TSG 호펜하임,레스터 시티,디나모 자그레브,,,,,,
851216435,S. 로보트카,CDM,2개의 심장,슬로바키아,오른발,4,SSC 나폴리,셀타 비고,아약스,,,,,,
851218667,베르나르두 실바,CAM,2개의 심장,포르투갈,왼발,3,맨체스터 시티,AS 모나코,SL 벤피카,,,,,,
851220414,디에고 리코,LB,와일드 태클러,스페인,왼발,2,헤타페 CF,레알 소시에다드,,,,,,,
851220651,앙헬리뇨,LWB,2개의 심장,스페인,왼발,3,AS 로마,갈라타사라이,TSG 호펜하임,RB 라이프치히,맨체스터 시티,RCD 마요르카,,,
851221671,이재성,CAM,2개의 심장,대한민국,왼발,4,전북 현대 모터스,,,,,,,,
851221697,올리 왓킨스,ST,크로스 포쳐,잉글랜드,오른발,4,애스턴 빌라,,,,,,,,
851222028,율리안 바이글,CDM,2개의 심장,독일,오른발,3,보루시아 묀헨글라트바흐,SL 벤피카,보루시아 도르트문트,,,,,,
851223334,조엘린통,CM,와일드 태클러,브라질,오른발,4,뉴캐슬 유나이티드,TSG 호펜하임,,,,,,,
851223710,베다트 무리치,ST,크로스 포쳐,코소보,왼발,3,RCD 마요르카,라티움,,,,,,,
851224294,루이스 쿡,CDM,파이터,잉글랜드,오른발,4,리즈 유나이티드,,,,,,,,
851224371,재러드 보언,RW,라인 브레이커,잉글랜드,왼발,4,웨스트 햄 유나이티드,,,,,,,,
851224656,올라 에이나,RB,체이서,나이지리아,오른발,4,토리노,풀럼,첼시,,,,,,
851225539,도미닉 솔랑키,ST,크로스 포쳐,잉글랜드,오른발,4,토트넘 홋스퍼,리버풀,첼시,,,,,,
851226161,마르코스 요렌테,RB,2개의 심장,스페인,양발,5,레알 마드리드,데포르티보 알라베스,,,,,,,
851226168,M. 에게슈타인,CDM,2개의 심장,독일,오른발,4,SC 프라이부르크,베르더 브레멘,,,,,,,
851229880,에런 완-비사카,RB,체이서,잉글랜드,오른발,2,웨스트 햄 유나이티드,맨체스터 유나이티드,크리스털 팰리스,,,,,,
851230872,밀레 스빌라르,GK,GK 빠른 반응,세르비아,오른발,3,AS 로마,SL 벤피카,,,,,,,
851231416,도디 루케바키오,RW,라인 브레이커,벨기에,왼발,3,SL 벤피카,세비야 FC,헤르타 BSC,VfL 볼프스부르크,왓퍼드,,,,
851232665,마우로 아람바리,CDM,크로스 포쳐,우루과이,오른발,3,헤타페 CF,,,,,,,,
851232711,옌센 스타에,CM,2개의 심장,덴마크,오른발,4,베르더 브레멘,FC 코펜하겐,,,,,,,
851233301,R. 크리스텐센,RB,2개의 심장,덴마크,오른발,4,아인트라흐트 프랑크푸르트,리즈 유나이티드,AS 로마,레드불 잘츠부르크,아약스,,,,
851234112,도도,RWB,체이서,브라질,오른발,3,피오렌티나,샤흐타르 도네츠크,,,,,,,
851234574,디오구 달로,RWB,와일드 태클러,포르투갈,오른발,4,맨체스터 유나이티드,밀라노 FC,FC 포르투,,,,,,
851234575,디오구 레이트,CB,와일드 태클러,포르투갈,왼발,3,FC 포르투,,,,,,,,
851234730,발랑탕 로지에,RB,와일드 태클러,프랑스,오른발,2,오사수나,OGC 니스,스포르팅 CP,,,,,,
851234824,요안 위사,ST,라인 브레이커,콩고 민주 공화국,오른발,4,뉴캐슬 유나이티드,FC 로리앙,앙제 SCO,,,,,,
851235297,마투시 베로,CM,2개의 심장,슬로바키아,오른발,4,,,,,,,,,
851235353,이스마일라 사르,CAM,라인 브레이커,세네갈,오른발,3,크리스털 팰리스,올랭피크 마르세유,왓퍼드,스타드 렌,FC 메스,,,,
851235781,산티 코메사냐,CM,와일드 태클러,스페인,양발,5,비야레알 CF,,,,,,,,
851236401,누사이르 마즈라위,RWB,와일드 태클러,모로코,오른발,4,맨체스터 유나이티드,바이에른 뮌헨,아약스,,,,,,
851236403,에반 은디카,CB,파이터,코트디부아르,왼발,3,AS 로마,아인트라흐트 프랑크푸르트,,,,,,,
851236461,장-필리프 마테타,ST,크로스 포쳐,프랑스,양발,5,크리스털 팰리스,올랭피크 리옹,,,,,,,
851236496,마테오 겐두지,CM,파이터,프랑스,오른발,3,라티움,올랭피크 마르세유,헤르타 BSC,아스널,FC 로리앙,,,,
851236792,토마시 소우체크,CDM,2개의 심장,체코,오른발,3,웨스트 햄 유나이티드,,,,,,,,
851237646,다니엘 무뇨스,RB,체이서,콜롬비아,오른발,3,크리스털 팰리스,KRC 겡크,,,,,,,
