선수ID,선수이름,포지션,보유신규특성,국가,주발,약발,클럽1,클럽2,클럽3,클럽4,클럽5,클럽6,클럽7,클럽8,클럽9
844240243,마테우스 쿠냐,CF,없음,브라질,오른발,4,맨체스터 유나이티드,울버햄프턴 원더러스,아틀레티코 마드리드,헤르타 BSC,RB 라이프치히,,,,
844240638,T. 레인더르스,CM,없음,네덜란드,오른발,4,맨체스터 시티,밀라노 FC,,,,,,,
844241486,쥘 쿤데,RB,없음,프랑스,오른발,3,FC 바르셀로나,세비야 FC,,,,,,,
844241508,미켈 담스고르,CAM,없음,덴마크,오른발,4,삼프도리아,,,,,,,,
844241651,빅토르 요케레스,ST,라인 브레이커,스웨덴,오른발,4,아스널,스포르팅 CP,브라이턴 호브 앨비언,,,,,,
844241850,마테오 레테기,ST,라인 브레이커,이탈리아,양발,5,베르가모 칼초,제노아,,,,,,,
844241852,무사 디아비,RW,라인 브레이커,프랑스,왼발,4,애스턴 빌라,바이엘 04 레버쿠젠,파리 생제르맹,,,,,,
844242816,리키 푸치,CAM,없음,스페인,오른발,3,LA 갤럭시,FC 바르셀로나,,,,,,,
844243241,A. 부온조르노,CB,와일드 태클러,이탈리아,왼발,3,SSC 나폴리,토리노,,,,,,,
844243245,오르쿤 쾨크취,CM,없음,튀르키예,양발,5,SL 벤피카,페예노르트,,,,,,,
844243630,조너선 데이비드,ST,크로스 포쳐,캐나다,양발,5,유벤투스,LOSC 릴,,,,,,,
844243715,윌리암 살리바,CB,체이서,프랑스,오른발,3,아스널,올랭피크 마르세유,OGC 니스,AS 생테티엔,,,,,
844243854,모하메드 시마칸,CB,없음,프랑스,오른발,3,RB 라이프치히,스트라스부르 알자스,,,,,,,
844244263,아미르 라흐마니,CB,와일드 태클러,코소보,오른발,4,SSC 나폴리,엘라스 베로나,디나모 자그레브,,,,,,
844244669,모르텐 휠만,CDM,없음,덴마크,오른발,3,스포르팅 CP,FC 코펜하겐,,,,,,,
844244728,셈 스테인,CAM,크로스 포쳐,네덜란드,오른발,4,페예노르트,,,,,,,,
844244778,트린캉,RW,없음,포르투갈,왼발,3,스포르팅 CP,FC 바르셀로나,울버햄프턴 원더러스,,,,,,
844245367,차비 시몬스,CAM,없음,네덜란드,오른발,3,토트넘 홋스퍼,RB 라이프치히,파리 생제르맹,,,,,,
844246104,R. 흐라벤베르흐,CDM,와일드 태클러,네덜란드,오른발,4,리버풀,바이에른 뮌헨,아약스,,,,,,
844246191,훌리안 알바레스,ST,없음,아르헨티나,양발,5,아틀레티코 마드리드,맨체스터 시티,,,,,,,
844246669,부카요 사카,RW,없음,잉글랜드,왼발,4,아스널,,,,,,,,
844247103,다비드 한츠코,CB,와일드 태클러,슬로바키아,왼발,3,아틀레티코 마드리드,페예노르트,스파르타 프라하,피오렌티나,,,,,
844247257,이바녜스,CB,없음,브라질,오른발,2,AS 로마,베르가모 칼초,,,,,,,
844247447,O. 안트만,RW,없음,핀란드,양발,5,레인저스,,,,,,,,
844247819,N. 슐로터베크,CB,와일드 태클러,독일,왼발,3,보루시아 도르트문트,SC 프라이부르크,,,,,,,
844247827,마이클 올리세,RW,없음,프랑스,왼발,3,바이에른 뮌헨,크리스털 팰리스,,,,,,,
844248165,A. 라치우,RB,없음,루마니아,오른발,3,SD 우에스카,비야레알 CF,,,,,,,
844248550,비비안,CB,체이서,스페인,오른발,2,아틀레틱 빌바오,,,,,,,,
844251570,라얀 셰르키,RW,없음,프랑스,양발,5,맨체스터 시티,올랭피크 리옹,,,,,,,
844251615,프란시스쿠 모라,LB,없음,포르투갈,왼발,2,FC 포르투,,,,,,,,
844251752,뤼카 슈발리에,GK,없음,프랑스,오른발,3,파리 생제르맹,LOSC 릴,,,,,,,
844251854,페드리,CM,없음,스페인,양발,5,FC 바르셀로나,,,,,,,,
844252145,누누 멘데스,LB,체이서,포르투갈,왼발,4,파리 생제르맹,스포르팅 CP,,,,,,,
844252371,주드 벨링엄,CAM,없음,잉글랜드,양발,5,레알 마드리드,보루시아 도르트문트,,,,,,,
844252802,윌프리드 싱고,CB,와일드 태클러,코트디부아르,오른발,3,갈라타사라이,AS 모나코,토리노,,,,,,
844253149,제레미 프림퐁,RWB,없음,네덜란드,오른발,3,리버풀,바이엘 04 레버쿠젠,셀틱,,,,,,
844254685,N. 부샬,LB,없음,사우디아라비아,오른발,3,,,,,,,,,
844255009,K. 테일러,CM,체이서,네덜란드,양발,5,라티움,아약스,,,,,,,
844255253,비티냐,CM,없음,포르투갈,오른발,3,파리 생제르맹,FC 포르투,울버햄프턴 원더러스,,,,,,
844256079,M. 카이세도,CDM,와일드 태클러,에콰도르,오른발,3,첼시,브라이턴 호브 앨비언,,,,,,,
844256196,윌리안 파초,CB,체이서,에콰도르,왼발,3,파리 생제르맹,아인트라흐트 프랑크푸르트,,,,,,,
844256197,P. 인카피에,CB,체이서,에콰도르,왼발,2,아스널,바이엘 04 레버쿠젠,,,,,,,
844256325,요시프 슈탈로,CB,와일드 태클러,크로아티아,오른발,3,아약스,디나모 자그레브,,,,,,,
844256516,니코 윌리암스,LW,없음,스페인,양발,5,아틀레틱 빌바오,,,,,,,,
844256630,플로리안 비르츠,CAM,없음,독일,오른발,4,리버풀,바이엘 04 레버쿠젠,,,,,,,
844256790,무시알라,CAM,없음,독일,양발,5,바이에른 뮌헨,,,,,,,,
844256853,M. 틸만,CM,없음,미국,오른발,3,바이엘 04 레버쿠젠,바이에른 뮌헨,레인저스,,,,,,
844257179,곤살루 이나시우,CB,와일드 태클러,포르투갈,왼발,2,스포르팅 CP,,,,,,,,
844257279,알렉스 바에나,LM,없음,스페인,오른발,4,아틀레티코 마드리드,비야레알 CF,,,,,,,
844257289,위고 에키티케,ST,크로스 포쳐,프랑스,오른발,3,리버풀,아인트라흐트 프랑크푸르트,파리 생제르맹,스타드 랭스,,,,,
844257534,콜 파머,CAM,없음,잉글랜드,왼발,3,첼시,맨체스터 시티,,,,,,,
844258437,E. 에메가,ST,라인 브레이커,네덜란드,양발,5,스트라스부르 알자스,,,,,,,,
844258444,에반 게상,ST,없음,코트디부아르,오른발,4,크리스털 팰리스,애스턴 빌라,OGC 니스,FC 낭트,,,,,
844258580,K. 아크튀르콜루,LW,없음,튀르키예,오른발,3,SL 벤피카,갈라타사라이,바샥셰히르,,,,,,
844259532,주안 가르시아,GK,없음,스페인,오른발,3,FC 바르셀로나,RCD 에스파뇰,,,,,,,
844260908,M. 케르케즈,LB,체이서,헝가리,왼발,3,리버풀,밀라노 FC,,,,,,,
844263578,발데,LB,없음,스페인,왼발,4,FC 바르셀로나,,,,,,,,
844264652,B. 바르콜라,LW,없음,프랑스,오른발,3,파리 생제르맹,올랭피크 리옹,,,,,,,
844264862,M. 아킬로셰,RW,없음,프랑스,왼발,3,AS 모나코,,,,,,,,
844266282,K. 칼리나,GK,없음,크로아티아,오른발,2,,,,,,,,,
844266866,에데르송,CM,와일드 태클러,브라질,오른발,3,베르가모 칼초,,,,,,,,
844267995,잭슨 레이건,CB,없음,미국,오른발,3,,,,,,,,,
844269493,알렉산드루,CB,없음,브라질,양발,5,LOSC 릴,,,,,,,,
844272834,주앙 네베스,CM,체이서,포르투갈,오른발,4,파리 생제르맹,SL 벤피카,,,,,,,
844272978,조엘 하토,LB,체이서,네덜란드,왼발,3,첼시,아약스,,,,,,,
844273018,안드레이 산투스,CM,체이서,브라질,오른발,4,첼시,스트라스부르 알자스,,,,,,,
844277581,사무,ST,라인 브레이커,스페인,오른발,3,FC 포르투,아틀레티코 마드리드,데포르티보 알라베스,그라나다 CF,,,,,
844277643,라민 야말,RW,없음,스페인,왼발,3,FC 바르셀로나,,,,,,,,
844277846,니콜라스 파스,CAM,없음,아르헨티나,왼발,2,레알 마드리드,,,,,,,,
844278046,파우 쿠바르시,CB,없음,스페인,오른발,4,FC 바르셀로나,,,,,,,,
845000570,제이-제이 오코차,CAM,없음,나이지리아,오른발,4,파리 생제르맹,아인트라흐트 프랑크푸르트,,,,,,,
845001040,호베르투 카를루스,LB,체이서,브라질,왼발,2,레알 마드리드,롬바르디아 FC,,,,,,,
845001116,마르셀 드사이,CB,체이서,프랑스,오른발,3,첼시,밀라노 FC,올랭피크 마르세유,FC 낭트,,,,,
845001397,지네딘 지단,CAM,없음,프랑스,양발,5,레알 마드리드,유벤투스,,,,,,,
845001419,파트리크 비에이라,CDM,체이서,프랑스,오른발,3,맨체스터 시티,롬바르디아 FC,유벤투스,아스널,밀라노 FC,,,,
845001615,릴리앙 튀람,RB,와일드 태클러,프랑스,오른발,4,FC 바르셀로나,유벤투스,파르마,AS 모나코,,,,,
845001620,에마뉘엘 프티,CDM,없음,프랑스,왼발,3,첼시,FC 바르셀로나,아스널,AS 모나코,,,,,
845001625,티에리 앙리,ST,라인 브레이커,프랑스,오른발,4,아스널,FC 바르셀로나,유벤투스,AS 모나코,,,,,
845003622,히카르두 카르발류,CB,없음,포르투갈,오른발,3,상하이 하이강,AS 모나코,레알 마드리드,첼시,FC 포르투,,,,
845004231,히바우두,CAM,없음,브라질,왼발,3,밀라노 FC,FC 바르셀로나,,,,,,,
845005003,카푸,RB,체이서,브라질,오른발,3,밀라노 FC,AS 로마,,,,,,,
845005454,비셴테 리자라쥐,LB,와일드 태클러,프랑스,왼발,3,바이에른 뮌헨,올랭피크 마르세유,아틀레틱 빌바오,,,,,,
845005479,카시야스,GK,없음,스페인,왼발,3,FC 포르투,레알 마드리드,,,,,,,
845007743,랜던 도노번,CF,라인 브레이커,미국,오른발,4,에버턴,바이에른 뮌헨,LA 갤럭시,바이엘 04 레버쿠젠,,,,,
845009676,사뮈엘 에토,ST,라인 브레이커,카메룬,오른발,4,삼프도리아,에버턴,첼시,롬바르디아 FC,FC 바르셀로나,RCD 마요르카,레알 마드리드,RCD 에스파뇰,
845010535,차비,CM,없음,스페인,오른발,4,FC 바르셀로나,,,,,,,,
845013038,카를레스 푸욜,CB,체이서,스페인,오른발,3,FC 바르셀로나,,,,,,,,
845016254,팀 하워드,GK,없음,미국,오른발,3,에버턴,맨체스터 유나이티드,,,,,,,
845016619,이반 코르도바,CB,체이서,콜롬비아,오른발,3,롬바르디아 FC,,,,,,,,
845020289,야야 투레,CM,없음,코트디부아르,오른발,4,맨체스터 시티,FC 바르셀로나,AS 모나코,,,,,,
845020801,크리스티아누 호날두,ST,크로스 포쳐,포르투갈,양발,5,맨체스터 유나이티드,유벤투스,레알 마드리드,스포르팅 CP,,,,,
845025924,호안 카프데빌라,LB,없음,스페인,왼발,3,RCD 에스파뇰,SL 벤피카,비야레알 CF,아틀레티코 마드리드,,,,,
845026709,라파엘 마르케스,CB,없음,멕시코,오른발,3,엘라스 베로나,FC 바르셀로나,AS 모나코,,,,,,
845028765,제 호베르투,CM,없음,브라질,왼발,3,함부르크 SV,바이에른 뮌헨,바이엘 04 레버쿠젠,레알 마드리드,,,,,
845037576,호나우두,ST,라인 브레이커,브라질,양발,5,밀라노 FC,레알 마드리드,롬바르디아 FC,FC 바르셀로나,,,,,
845039386,다마커스 비즐리,LW,없음,미국,양발,5,레인저스,맨체스터 시티,LA 갤럭시,,,,,,
845045197,샤비 알론소,CM,없음,스페인,오른발,4,바이에른 뮌헨,레알 마드리드,리버풀,SD 에이바르,레알 소시에다드,,,,
845047390,지우베르투,CDM,없음,브라질,오른발,4,아스널,,,,,,,,
845049072,디에고 포를란,ST,없음,우루과이,양발,5,롬바르디아 FC,아틀레티코 마드리드,비야레알 CF,맨체스터 유나이티드,,,,,
845049369,페르난도 토레스,ST,라인 브레이커,스페인,오른발,4,아틀레티코 마드리드,밀라노 FC,첼시,리버풀,,,,,
845051412,팀 케이힐,ST,크로스 포쳐,호주,오른발,4,상하이 선화,에버턴,,,,,,,
845135455,마이콘,RB,체이서,브라질,오른발,4,AS 로마,맨체스터 시티,롬바르디아 FC,AS 모나코,,,,,
845140233,기예르모 오초아,GK,없음,멕시코,오른발,3,그라나다 CF,,,,,,,,
845155897,클린트 뎀프시,RW,없음,미국,오른발,4,풀럼,토트넘 홋스퍼,,,,,,,
845156353,루이스 에르난데스,ST,없음,멕시코,오른발,3,LA 갤럭시,,,,,,,,
845158023,리오넬 메시,RW,크로스 포쳐,아르헨티나,왼발,4,파리 생제르맹,FC 바르셀로나,,,,,,,
845162347,주앙 무티뉴,CM,없음,포르투갈,오른발,4,울버햄프턴 원더러스,AS 모나코,FC 포르투,스포르팅 CP,,,,,
845162895,세스크 파브레가스,CM,없음,스페인,오른발,4,AS 모나코,첼시,FC 바르셀로나,아스널,,,,,
845167680,로날트 쿠만,CB,없음,네덜란드,오른발,3,페예노르트,FC 바르셀로나,아약스,,,,,,
845168473,베켄바워,CB,와일드 태클러,독일,양발,5,함부르크 SV,바이에른 뮌헨,,,,,,,
845168886,사미 알자베르,ST,없음,사우디아라비아,오른발,3,울버햄프턴 원더러스,,,,,,,,
845170733,제르비뉴,LW,없음,코트디부아르,오른발,3,파르마,AS 로마,아스널,LOSC 릴,,,,,
845171791,주제 폰테,CB,와일드 태클러,포르투갈,오른발,3,LOSC 릴,웨스트 햄 유나이티드,사우샘프턴,크리스털 팰리스,SL 벤피카,,,,
845176580,루이스 수아레스,ST,라인 브레이커,우루과이,양발,5,아틀레티코 마드리드,FC 바르셀로나,리버풀,아약스,,,,,
845177553,비에이리냐,RB,없음,포르투갈,오른발,4,VfL 볼프스부르크,FC 포르투,,,,,,,
845178005,후이 파트리시우,GK,없음,포르투갈,왼발,3,베르가모 칼초,AS 로마,울버햄프턴 원더러스,스포르팅 CP,,,,,
845183898,앙헬 디마리아,RW,라인 브레이커,아르헨티나,왼발,2,SL 벤피카,유벤투스,파리 생제르맹,맨체스터 유나이티드,레알 마드리드,,,,
845184941,알렉시스 산체스,LW,없음,칠레,오른발,4,세비야 FC,우디네세,롬바르디아 FC,올랭피크 마르세유,맨체스터 유나이티드,아스널,FC 바르셀로나,,
845188428,세이두 둠비아,ST,없음,코트디부아르,오른발,4,스포르팅 CP,뉴캐슬 유나이티드,AS 로마,,,,,,
845189332,조르디 알바,LB,없음,스페인,왼발,3,FC 바르셀로나,발렌시아 CF,,,,,,,
845189511,세르지오 부스케츠,CDM,없음,스페인,오른발,3,FC 바르셀로나,,,,,,,,
845190048,게르트 뮐러,ST,라인 브레이커,독일,양발,5,바이에른 뮌헨,,,,,,,,
845190053,페터 슈마이켈,GK,없음,덴마크,오른발,3,맨체스터 시티,애스턴 빌라,스포르팅 CP,맨체스터 유나이티드,,,,,
845190560,O. 곤살레스,CB,없음,미국,오른발,3,LA 갤럭시,,,,,,,,
845191173,A. 베도야,RM,없음,미국,오른발,4,FC 낭트,레인저스,,,,,,,
845191648,요시다 마야,CB,없음,일본,오른발,4,LA 갤럭시,삼프도리아,사우샘프턴,,,,,,
845191694,호르헤 캄포스,GK,없음,멕시코,오른발,4,LA 갤럭시,,,,,,,,
845192181,마르코 반바스텐,ST,없음,네덜란드,양발,5,밀라노 FC,아약스,,,,,,,
845192190,둥가,CDM,없음,브라질,오른발,4,VfB 슈투트가르트,피오렌티나,,,,,,,
845192366,니콜라스 오타멘디,CB,와일드 태클러,아르헨티나,오른발,3,SL 벤피카,맨체스터 시티,발렌시아 CF,FC 포르투,,,,,
845193474,이드리사 게예,CM,없음,세네갈,오른발,3,에버턴,파리 생제르맹,애스턴 빌라,LOSC 릴,,,,,
845198219,로렌초 인시녜,LW,없음,이탈리아,오른발,4,SSC 나폴리,,,,,,,,
845198861,낭팔리스 멘디,CDM,없음,세네갈,오른발,3,왓퍼드,RC 랑스,레스터 시티,OGC 니스,AS 모나코,,,,
845199005,매튜 라이언,GK,없음,호주,오른발,4,레반테 UD,RC 랑스,AS 로마,FC 코펜하겐,레알 소시에다드,브라이턴 호브 앨비언,아스널,KRC 겡크,발렌시아 CF
845199845,F. 아체르비,CB,없음,이탈리아,왼발,3,롬바르디아 FC,라티움,사수올로,제노아,밀라노 FC,,,,
845200145,카제미루,CDM,없음,브라질,오른발,3,맨체스터 유나이티드,레알 마드리드,FC 포르투,,,,,,
845200724,나초 페르난데스,CB,없음,스페인,오른발,4,레알 마드리드,,,,,,,,
845200888,다닐루 페레이라,CDM,없음,포르투갈,오른발,3,파리 생제르맹,FC 포르투,파르마,,,,,,
845201024,칼리두 쿨리발리,CB,와일드 태클러,세네갈,오른발,4,첼시,SSC 나폴리,KRC 겡크,FC 메스,,,,,
845201143,아이사 만디,CB,없음,알제리,오른발,3,LOSC 릴,비야레알 CF,레알 베티스,스타드 랭스,,,,,
845201447,서배스천 레젯,CM,없음,미국,양발,5,LA 갤럭시,웨스트 햄 유나이티드,,,,,,,
845201942,호베르투 피르미누,CF,없음,브라질,오른발,4,리버풀,TSG 호펜하임,,,,,,,
845202078,달링턴 나그비,LW,없음,미국,오른발,2,,,,,,,,,
845202811,에미 마르티네스,GK,없음,아르헨티나,오른발,4,애스턴 빌라,아스널,헤타페 CF,울버햄프턴 원더러스,,,,,
845204485,리야드 마레즈,RW,없음,알제리,왼발,4,맨체스터 시티,레스터 시티,,,,,,,
845204838,라울 히메네스,ST,크로스 포쳐,멕시코,오른발,4,풀럼,울버햄프턴 원더러스,SL 벤피카,아틀레티코 마드리드,,,,,
845204963,카르바할,RB,없음,스페인,오른발,3,레알 마드리드,바이엘 04 레버쿠젠,,,,,,,
845205347,마시모 루옹고,CM,없음,호주,오른발,3,미들즈브러,토트넘 홋스퍼,,,,,,,
845205498,조르지뉴,CDM,없음,이탈리아,오른발,3,아스널,첼시,SSC 나폴리,엘라스 베로나,,,,,
845207439,레안드로 파레데스,CDM,없음,아르헨티나,오른발,4,AS 로마,파리 생제르맹,유벤투스,,,,,,
845207566,윌리앙 카르발류,CDM,없음,포르투갈,오른발,4,레알 베티스,스포르팅 CP,,,,,,,
845207865,마르키뉴스,CB,체이서,브라질,오른발,3,파리 생제르맹,AS 로마,,,,,,,
845208596,안드레아 벨로티,ST,없음,이탈리아,양발,5,칼리아리,SL 벤피카,피오렌티나,AS 로마,토리노,,,,
845208722,사디오 마네,LW,라인 브레이커,세네갈,양발,5,바이에른 뮌헨,리버풀,사우샘프턴,레드불 잘츠부르크,FC 메스,,,,
845210736,에메르손,LB,없음,이탈리아,왼발,2,올랭피크 마르세유,웨스트 햄 유나이티드,첼시,올랭피크 리옹,AS 로마,,,,
845211256,N. 탈리아피코,LB,없음,아르헨티나,왼발,2,올랭피크 리옹,아약스,,,,,,,
845211575,안드레 고메스,LM,없음,포르투갈,오른발,4,LOSC 릴,에버턴,FC 바르셀로나,발렌시아 CF,SL 벤피카,,,,
845212218,에므리크 라포르트,CB,없음,스페인,왼발,3,아틀레틱 빌바오,맨체스터 시티,,,,,,,
845212616,로드리고 데폴,CM,없음,아르헨티나,오른발,3,아틀레티코 마드리드,우디네세,발렌시아 CF,,,,,,
845212831,알리송,GK,없음,브라질,오른발,3,리버풀,AS 로마,,,,,,,
845213209,켈린 아코스타,CDM,없음,미국,양발,5,,,,,,,,,
845214098,프랑크 레이카르트,CB,와일드 태클러,네덜란드,오른발,4,아약스,밀라노 FC,스포르팅 CP,,,,,,
845214100,루드 굴리트,CF,없음,네덜란드,양발,5,첼시,삼프도리아,밀라노 FC,페예노르트,,,,,
845216320,세코 포파나,CM,없음,코트디부아르,오른발,4,FC 포르투,스타드 렌,RC 랑스,우디네세,맨체스터 시티,풀럼,,,
845216451,장 미카엘 세리,CDM,없음,코트디부아르,오른발,4,풀럼,갈라타사라이,OGC 니스,FC 포르투,,,,,
845217714,폴 아리올라,RM,없음,미국,오른발,3,,,,,,,,,
845217870,조반니 디로렌초,RB,없음,이탈리아,오른발,3,SSC 나폴리,,,,,,,,
845222077,마누엘 로카텔리,CM,없음,이탈리아,오른발,4,유벤투스,사수올로,밀라노 FC,,,,,,
845222481,로랑 블랑,CB,와일드 태클러,프랑스,오른발,3,맨체스터 유나이티드,롬바르디아 FC,올랭피크 마르세유,FC 바르셀로나,AS 생테티엔,SSC 나폴리,몽펠리에 HSC,,
845224232,니콜로 바렐라,CM,체이서,이탈리아,오른발,3,롬바르디아 FC,칼리아리,,,,,,,
845224574,오르벨린 피네다,LW,없음,멕시코,오른발,4,셀타 비고,,,,,,,,
845225508,에릭 바이,CB,와일드 태클러,코트디부아르,오른발,3,비야레알 CF,맨체스터 유나이티드,올랭피크 마르세유,RCD 에스파뇰,,,,,
845225659,기도 로드리게스,CDM,없음,아르헨티나,오른발,4,발렌시아 CF,웨스트 햄 유나이티드,레알 베티스,,,,,,
845226035,조던 모리스,ST,라인 브레이커,미국,오른발,3,,,,,,,,,
845226110,니콜라 페페,RW,없음,코트디부아르,왼발,3,비야레알 CF,아스널,OGC 니스,LOSC 릴,앙제 SCO,,,,
845226226,조바니 로첼소,CM,없음,아르헨티나,왼발,3,레알 베티스,토트넘 홋스퍼,비야레알 CF,파리 생제르맹,,,,,
845226271,파비안 루이스,CM,없음,스페인,왼발,4,파리 생제르맹,SSC 나폴리,레알 베티스,엘체 CF,,,,,
845226754,이스마엘 벤나세르,CM,없음,알제리,왼발,3,디나모 자그레브,밀라노 FC,올랭피크 마르세유,아스널,,,,,
845226807,크리스천 롤던,CM,없음,미국,오른발,4,,,,,,,,,
845230621,잔루이지 돈나룸마,GK,없음,이탈리아,오른발,3,맨체스터 시티,파리 생제르맹,밀라노 FC,,,,,,
845230658,아르투르,CM,없음,브라질,오른발,3,유벤투스,피오렌티나,리버풀,FC 바르셀로나,,,,,
845230666,가브리엘 제주스,RW,없음,브라질,오른발,4,아스널,맨체스터 시티,,,,,,,
845230767,헤나투 산시스,CM,없음,포르투갈,오른발,4,파리 생제르맹,SL 벤피카,AS 로마,LOSC 릴,바이에른 뮌헨,,,,
845230869,우나이 시몬,GK,없음,스페인,오른발,3,아틀레틱 빌바오,,,,,,,,
845230938,F. 케시에,CM,없음,코트디부아르,오른발,4,FC 바르셀로나,밀라노 FC,베르가모 칼초,,,,,,
845231138,C. 바소고그,RW,없음,카메룬,왼발,3,상하이 선화,,,,,,,,
845231478,라우타로,ST,라인 브레이커,아르헨티나,양발,5,롬바르디아 FC,,,,,,,,
845231866,로드리,CDM,와일드 태클러,스페인,오른발,4,맨체스터 시티,아틀레티코 마드리드,비야레알 CF,,,,,,
845232120,샤크 무어,RB,없음,미국,오른발,3,레반테 UD,,,,,,,,
845232488,크리스티안 로메로,CB,와일드 태클러,아르헨티나,오른발,2,토트넘 홋스퍼,베르가모 칼초,제노아,유벤투스,,,,,
845233084,나우엘 몰리나,RB,없음,아르헨티나,오른발,3,아틀레티코 마드리드,우디네세,,,,,,,
845233267,매트 터너,GK,없음,미국,오른발,2,올랭피크 리옹,크리스털 팰리스,아스널,,,,,,
845233486,로뱅 르노르망,CB,없음,스페인,오른발,3,아틀레티코 마드리드,레알 소시에다드,,,,,,,
845234642,에두아르 멘디,GK,없음,세네갈,오른발,2,첼시,스타드 렌,스타드 랭스,,,,,,
845235173,이브라힘 상가레,CDM,없음,코트디부아르,오른발,4,,,,,,,,,
845235805,페데리코 키에사,RW,없음,이탈리아,양발,5,리버풀,유벤투스,피오렌티나,,,,,,
845235844,에드손 알바레스,CDM,없음,멕시코,오른발,3,웨스트 햄 유나이티드,아약스,,,,,,,
845235866,크리스티앙 쿠아메,RW,없음,코트디부아르,오른발,4,피오렌티나,제노아,,,,,,,
845236403,에반 은디카,CB,없음,코트디부아르,왼발,3,AS 로마,아인트라흐트 프랑크푸르트,,,,,,,
845237255,마일스 로빈슨,CB,와일드 태클러,미국,오른발,4,,,,,,,,,
845239231,마르크 쿠쿠레야,LB,없음,스페인,왼발,3,첼시,브라이턴 호브 앨비언,헤타페 CF,FC 바르셀로나,SD 에이바르,,,,
845239301,L. 마르티네스,CB,와일드 태클러,아르헨티나,왼발,3,맨체스터 유나이티드,아약스,,,,,,,
845239837,A. 마칼리스테르,CM,없음,아르헨티나,오른발,3,리버풀,브라이턴 호브 앨비언,,,,,,,
845240690,니코 곤살레스,LW,없음,아르헨티나,왼발,2,아틀레티코 마드리드,유벤투스,피오렌티나,VfB 슈투트가르트,,,,,
845241707,파페 게예,CM,없음,세네갈,왼발,3,비야레알 CF,올랭피크 마르세유,세비야 FC,,,,,,
845242179,야이아 포파나,GK,없음,코트디부아르,오른발,3,앙제 SCO,,,,,,,,
845242332,잔루카 부시오,CDM,없음,미국,오른발,4,,,,,,,,,
845242769,샘 바인스,LB,없음,미국,왼발,2,,,,,,,,,
845244260,다니 올모,CAM,없음,스페인,오른발,4,FC 바르셀로나,RB 라이프치히,디나모 자그레브,,,,,,
845244349,요안 바스케스,CB,와일드 태클러,멕시코,왼발,2,제노아,,,,,,,,
845245152,S. 히메네스,ST,라인 브레이커,멕시코,왼발,3,밀라노 FC,페예노르트,,,,,,,
845246191,훌리안 알바레스,CF,라인 브레이커,아르헨티나,오른발,4,아틀레티코 마드리드,맨체스터 시티,,,,,,,
845246242,불라예 디아,RW,없음,세네갈,오른발,4,라티움,비야레알 CF,스타드 랭스,,,,,,
845246875,오딜롱 코수누,CB,없음,코트디부아르,오른발,3,베르가모 칼초,바이엘 04 레버쿠젠,,,,,,,
845247090,엔소 페르난데스,CM,없음,아르헨티나,오른발,4,첼시,SL 벤피카,,,,,,,
845252802,윌프리드 싱고,RB,체이서,코트디부아르,오른발,3,갈라타사라이,AS 모나코,토리노,,,,,,
845256516,니코 윌리암스,LW,없음,스페인,양발,5,아틀레틱 빌바오,,,,,,,,
845260779,시몽 아딩그라,LW,없음,코트디부아르,오른발,3,AS 모나코,브라이턴 호브 앨비언,,,,,,,
845275049,엔조 프란체스콜리,CAM,없음,우루과이,양발,5,토리노,칼리아리,올랭피크 마르세유,,,,,,
845277178,O. 디아키테,ST,없음,코트디부아르,오른발,3,스타드 랭스,레드불 잘츠부르크,,,,,,,
845277643,라민 야말,RW,없음,스페인,왼발,3,FC 바르셀로나,,,,,,,,
846000250,데이비드 베컴,CM,2개의 심장,잉글랜드,오른발,4,파리 생제르맹,밀라노 FC,LA 갤럭시,레알 마드리드,맨체스터 유나이티드,,,,
846001551,뤼도비크 지울리,RW,라인 브레이커,프랑스,오른발,4,FC 로리앙,AS 모나코,파리 생제르맹,AS 로마,FC 바르셀로나,올랭피크 리옹,,,
846001845,올레 군나르 솔샤르,ST,없음,노르웨이,오른발,4,맨체스터 유나이티드,,,,,,,,
846005467,제이미 캐러거,CB,없음,잉글랜드,오른발,3,리버풀,,,,,,,,
846005471,프랭크 램파드,CM,파이터,잉글랜드,오른발,4,맨체스터 시티,첼시,웨스트 햄 유나이티드,,,,,,
846005661,페르난도 모리엔테스,ST,크로스 포쳐,스페인,양발,5,올랭피크 마르세유,발렌시아 CF,리버풀,AS 모나코,레알 마드리드,,,,
846005740,야프 스탐,CB,파이터,네덜란드,오른발,3,아약스,밀라노 FC,라티움,맨체스터 유나이티드,,,,,
846013743,스티븐 제라드,CM,크로스 포쳐,잉글랜드,오른발,4,LA 갤럭시,리버풀,,,,,,,
846020289,야야 투레,CM,크로스 포쳐,코트디부아르,오른발,4,맨체스터 시티,FC 바르셀로나,AS 모나코,,,,,,
846020801,크리스티아누 호날두,ST,크로스 포쳐,포르투갈,양발,5,맨체스터 유나이티드,유벤투스,레알 마드리드,스포르팅 CP,,,,,
846031432,디디에 드로그바,ST,크로스 포쳐,코트디부아르,양발,5,첼시,갈라타사라이,상하이 선화,올랭피크 마르세유,,,,,
846044897,예지 두덱,GK,GK 빠른 반응,폴란드,왼발,3,레알 마드리드,리버풀,페예노르트,,,,,,
846045197,샤비 알론소,CDM,와일드 태클러,스페인,오른발,4,바이에른 뮌헨,레알 마드리드,리버풀,SD 에이바르,레알 소시에다드,,,,
846121939,필립 람,RB,와일드 태클러,독일,양발,5,VfB 슈투트가르트,바이에른 뮌헨,,,,,,,
