경기일시,결과,내득점,상대득점,점유율,전체슛,유효슛,감아차기슛,감아차기골,헤딩슛,헤딩골,프리킥슛,프리킥골,PK슛,PK골,박스안슛,박스안골,박스밖슛,박스밖골,패스시도,패스성공,패스성공률(%),숏패스시도,숏패스성공,중거리패스시도,중거리패스성공,롱패스시도,롱패스성공,스루패스시도,스루패스성공,로빙스루시도,로빙스루성공,드리블시도,드리블성공,드리블거리,볼소유시도,볼소유성공,공중볼경합시도,공중볼경합성공,태클시도,태클성공,블락시도,블락성공,가로채기,차단성공,코너킥,오프사이드,파울,경고,퇴장
2026-04-07 2:34,패,1,2,51,5,0,0,0,1,0,1,0,0,0,4,1,1,0,174,156,89.7,121,113,0,0,16,9,25,23,3,3,0,0,0,0,0,0,0,12,7,6,1,0,0,1,2,1,0,0
2026-04-05 4:20,패,2,3,53,4,0,0,0,1,0,0,0,0,0,4,2,0,0,121,111,91.7,84,80,0,0,4,3,20,17,0,0,0,0,0,0,0,0,0,6,4,9,2,0,0,0,1,0,0,0
2026-04-04 15:48,무,1,1,52,2,0,0,0,0,0,0,0,0,0,2,1,0,0,131,117,89.3,78,72,0,0,6,4,30,26,0,0,0,0,0,0,0,0,0,5,4,4,1,0,0,0,1,1,0,0
2026-04-04 7:25,패,1,5,45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,115,102,88.7,77,72,0,0,5,2,20,18,0,0,0,0,0,0,0,0,0,8,4,5,1,0,0,0,0,1,0,0
2026-04-04 7:13,승,3,2,53,5,0,0,0,2,1,0,0,0,0,4,2,1,1,143,134,93.7,96,94,0,0,8,7,23,19,1,0,0,0,0,0,0,0,0,16,11,4,1,0,0,0,0,0,0,0
2026-04-04 7:01,승,1,0,53,8,0,0,0,1,0,0,0,0,0,6,1,2,0,141,124,87.9,91,88,0,0,8,2,24,19,1,1,0,0,0,0,0,0,0,10,7,8,1,0,0,1,1,1,0,0
2026-04-04 6:49,승,4,2,59,6,0,0,0,1,0,0,0,0,0,6,4,0,0,112,102,91.1,76,74,0,0,9,5,17,14,1,1,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0
2026-04-04 6:38,승,0,1,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,16,80,11,10,0,0,3,1,4,4,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0
2026-04-03 19:50,승,4,1,61,4,0,0,0,0,0,0,0,0,0,4,4,0,0,74,66,89.2,50,48,0,0,2,1,15,12,1,1,0,0,0,0,0,0,0,6,2,3,1,0,0,0,0,0,0,0
2026-04-03 19:38,승,4,3,50,7,0,0,0,1,0,0,0,0,0,6,4,1,0,179,159,88.8,113,105,0,0,13,4,31,29,2,2,0,0,0,0,0,0,0,18,13,9,1,0,0,3,2,0,0,0
2026-04-03 19:22,패,2,3,48,4,0,0,0,1,1,0,0,0,0,3,2,1,0,192,172,89.6,134,128,0,0,10,3,18,15,1,1,0,0,0,0,0,0,0,9,7,8,0,0,0,1,2,1,0,0
2026-04-03 19:06,승,4,0,57,6,0,0,0,1,1,0,0,0,0,6,4,0,0,116,105,90.5,67,65,0,0,11,7,18,15,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,1,2,1,0,0
2026-04-03 18:54,패,2,4,49,4,0,0,0,1,0,0,0,0,0,4,2,0,0,132,120,90.9,88,86,0,0,5,5,17,13,0,0,0,0,0,0,0,0,0,9,6,1,0,0,0,0,2,0,0,0
2026-04-03 18:38,승,3,2,56,4,0,0,0,1,0,0,0,0,0,4,3,0,0,144,130,90.3,93,86,0,0,6,5,22,16,1,1,0,0,0,0,0,0,0,14,10,4,1,0,0,0,0,0,0,0
2026-04-03 18:02,승,2,1,53,4,0,0,0,1,0,1,0,0,0,3,2,1,0,70,63,90,47,45,0,0,4,1,12,11,0,0,0,0,0,0,0,0,0,6,5,4,1,0,0,1,0,0,0,0
2026-04-03 16:20,패,2,3,54,10,0,0,0,4,1,0,0,0,0,10,2,0,0,131,117,89.3,76,72,0,0,20,12,14,13,1,0,0,0,0,0,0,0,0,6,3,1,0,0,0,6,0,0,0,0
2026-04-02 19:15,패,3,4,41,6,0,0,0,2,2,0,0,0,0,6,3,0,0,103,90,87.4,68,62,0,0,8,5,22,19,0,0,0,0,0,0,0,0,0,9,8,4,0,0,0,1,0,0,0,0
2026-04-02 19:04,패,3,4,48,5,0,0,0,1,0,0,0,0,0,5,3,0,0,125,111,88.8,78,74,0,0,7,4,23,19,0,0,0,0,0,0,0,0,0,12,6,11,0,0,0,1,0,0,0,0
2026-04-02 18:51,패,1,4,49,2,0,0,0,0,0,1,1,0,0,1,0,1,1,117,106,90.6,83,80,0,0,6,3,14,12,1,0,0,0,0,0,0,0,0,7,1,11,0,0,0,1,1,1,0,0
2026-04-02 18:39,무,2,2,49,4,0,0,0,1,0,1,1,0,0,3,1,1,1,135,122,90.4,93,89,0,0,5,2,26,23,1,1,0,0,0,0,0,0,0,8,5,6,0,0,0,1,0,1,0,0
2026-04-02 18:27,승,4,0,54,8,0,0,0,1,0,1,0,0,0,6,3,2,1,135,118,87.4,83,76,0,0,6,3,26,25,1,0,0,0,0,0,0,0,0,10,5,6,2,0,0,3,0,1,0,0
2026-04-02 18:15,패,3,4,45,6,0,0,0,1,0,0,0,1,1,5,2,0,0,121,113,93.4,78,77,0,0,8,6,28,25,1,1,0,0,0,0,0,0,0,6,3,8,2,0,0,0,0,1,0,0
2026-04-02 18:03,패,3,4,47,5,0,0,0,4,2,0,0,0,0,5,3,0,0,158,143,90.5,94,89,0,0,12,9,35,32,1,1,0,0,0,0,0,0,0,16,11,9,1,0,0,0,0,1,0,0
2026-04-02 17:46,승,4,0,63,4,0,0,0,1,1,0,0,0,0,4,4,0,0,66,59,89.4,39,35,0,0,5,4,16,14,0,0,0,0,0,0,0,0,0,4,5,6,1,0,0,0,1,0,0,0
2026-04-02 17:34,패,0,2,56,2,0,0,0,0,0,0,0,0,0,2,0,0,0,141,119,84.4,95,88,0,0,11,5,27,21,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,1,1,0,0
2026-04-02 17:22,승,2,1,53,2,0,0,0,0,0,0,0,0,0,2,2,0,0,152,134,88.2,104,96,0,0,8,3,30,28,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,1,1,0,0,0
2026-03-30 22:33,승,4,3,51,7,0,0,0,1,0,0,0,0,0,7,4,0,0,135,117,86.7,88,84,0,0,7,4,18,13,1,0,0,0,0,0,0,0,0,4,2,7,2,0,0,1,0,2,2,0
2026-03-30 20:22,승,3,1,46,6,0,0,0,1,0,0,0,0,0,5,2,1,1,113,104,92,67,63,0,0,5,3,30,28,1,1,0,0,0,0,0,0,0,8,4,4,0,0,0,0,1,2,0,0
2026-03-30 20:11,패,0,4,34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,84,69,82.1,47,40,0,0,2,0,20,17,1,1,0,0,0,0,0,0,0,12,7,2,0,0,0,1,1,1,0,0
2026-03-30 19:59,패,2,3,52,4,0,0,0,1,0,0,0,0,0,4,2,0,0,136,122,89.7,88,82,0,0,6,4,23,19,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,1,0,2,0,0
2026-03-30 19:46,승,2,0,43,4,0,0,0,0,0,0,0,0,0,4,2,0,0,30,26,86.7,15,15,0,0,1,1,9,8,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
2026-03-30 19:41,무,1,1,47,3,0,0,0,2,1,0,0,0,0,3,1,0,0,110,100,90.9,61,61,0,0,10,5,24,22,2,2,0,0,0,0,0,0,0,7,4,0,0,0,0,2,0,0,0,0
2026-03-30 19:28,승,2,2,45,2,0,0,0,0,0,0,0,0,0,2,2,0,0,167,148,88.6,117,113,0,0,8,2,27,22,1,0,0,0,0,0,0,0,0,10,5,5,0,0,0,1,1,1,0,0
2026-03-30 19:11,승,3,0,49,5,0,0,0,1,1,1,0,0,0,3,3,2,0,52,49,94.2,24,24,0,0,4,3,15,15,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0
2026-03-30 19:04,패,3,4,52,4,0,0,0,2,1,0,0,0,0,4,3,0,0,134,119,88.8,82,78,0,0,8,5,27,24,1,0,0,0,0,0,0,0,0,10,7,7,0,0,0,0,0,1,0,0
2026-03-30 18:52,패,1,3,40,3,0,0,0,1,0,0,0,0,0,3,1,0,0,100,85,85,68,63,0,0,6,2,16,11,2,1,0,0,0,0,0,0,0,15,8,0,0,0,0,2,0,1,1,0
2026-03-30 18:39,패,2,3,49,6,0,0,0,1,0,1,0,0,0,5,2,1,0,204,189,92.6,139,133,0,0,13,9,25,22,3,3,0,0,0,0,0,0,0,10,4,1,1,0,0,1,2,0,0,0
2026-03-29 18:44,승,2,1,50,10,0,0,0,5,0,0,0,0,0,10,2,0,0,100,84,84,53,48,0,0,13,10,25,19,1,0,0,0,0,0,0,0,0,9,6,11,1,0,0,3,3,0,0,0
2026-03-29 18:32,승,3,2,52,3,0,0,0,3,3,0,0,0,0,3,3,0,0,109,97,89,62,57,0,0,7,3,31,28,0,0,0,0,0,0,0,0,0,9,8,7,0,0,0,0,1,1,0,0
2026-03-29 18:19,승,2,2,48,5,0,0,0,1,1,1,0,0,0,4,2,1,0,153,136,88.9,106,101,0,0,8,3,25,20,1,1,0,0,0,0,0,0,0,14,7,4,1,0,0,1,0,2,0,0
2026-03-29 18:02,승,2,1,51,6,0,0,0,2,0,0,0,0,0,5,2,1,0,156,141,90.4,95,90,0,0,11,7,27,23,1,1,0,0,0,0,0,0,0,7,6,7,2,0,0,1,0,1,0,0
2026-03-29 17:46,패,1,2,52,8,0,0,0,4,1,1,0,1,0,6,1,1,0,121,111,91.7,84,81,0,0,12,7,15,14,0,0,0,0,0,0,0,0,0,4,3,6,2,0,0,3,0,0,0,0
2026-03-29 17:35,패,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,114,89.8,90,81,0,0,2,2,27,25,1,0,0,0,0,0,0,0,0,13,9,6,1,0,0,0,0,2,0,0
2026-03-26 22:05,승,3,1,42,4,0,0,0,0,0,0,0,0,0,4,3,0,0,98,89,90.8,58,58,0,0,7,4,23,18,2,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,1,1,0,0
2026-03-26 21:53,승,5,1,53,6,0,0,0,0,0,0,0,0,0,4,4,2,1,120,112,93.3,71,68,0,0,9,8,29,26,0,0,0,0,0,0,0,0,0,9,4,6,1,0,0,0,0,1,0,0
2026-03-26 21:40,승,5,1,42,9,0,0,0,2,2,1,0,0,0,6,4,3,1,96,90,93.8,57,55,0,0,9,6,19,18,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,1,0,0,0,0
2026-03-26 21:29,패,1,5,41,4,0,0,0,1,0,1,0,0,0,3,1,1,0,109,94,86.2,61,57,0,0,4,2,28,24,1,1,0,0,0,0,0,0,0,8,6,5,1,0,0,0,0,1,0,0
2026-03-26 21:17,패,2,4,48,6,0,0,0,0,0,0,0,0,0,5,2,1,0,113,100,88.5,79,76,0,0,8,3,12,10,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,1,1,1,0,0
2026-03-26 21:06,무,1,1,45,2,0,0,0,0,0,0,0,0,0,2,1,0,0,94,77,81.9,58,57,0,0,8,0,17,15,1,0,0,0,0,0,0,0,0,8,5,6,0,0,0,2,1,0,0,0
2026-03-26 20:54,승,4,0,58,10,0,0,0,1,1,0,0,0,0,9,4,1,0,138,128,92.8,92,88,0,0,8,7,26,24,0,0,0,0,0,0,0,0,0,11,6,3,0,0,0,1,2,0,0,0
2026-03-26 20:42,승,2,1,52,4,0,0,0,1,0,0,0,0,0,4,2,0,0,125,116,92.8,80,77,0,0,9,6,23,21,1,1,0,0,0,0,0,0,0,7,4,4,2,0,0,0,0,0,0,0
2026-03-26 20:31,무,0,1,49,4,0,0,0,2,0,1,0,0,0,3,0,1,0,109,98,89.9,65,62,0,0,6,4,23,19,3,3,0,0,0,0,0,0,0,6,2,8,2,0,0,1,0,0,0,0
2026-03-26 20:19,승,3,1,47,8,0,0,0,2,1,0,0,0,0,7,3,1,0,101,92,91.1,59,58,0,0,8,7,23,21,2,2,0,0,0,0,0,0,0,6,5,5,1,0,0,1,0,0,0,0
2026-03-26 20:07,무,2,2,52,5,0,0,0,1,0,1,0,0,0,4,2,1,0,116,99,85.3,69,64,0,0,9,3,25,22,1,1,0,0,0,0,0,0,0,7,3,7,1,0,0,0,1,0,0,0
2026-03-26 19:56,무,3,3,49,3,0,0,0,0,0,0,0,0,0,3,3,0,0,116,106,91.4,69,65,0,0,7,4,29,28,2,1,0,0,0,0,0,0,0,3,2,7,2,0,0,0,0,1,0,0
2026-03-26 19:44,승,3,1,54,4,0,0,0,0,0,1,0,0,0,3,3,1,0,93,85,91.4,65,63,0,0,5,3,15,13,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,2,1,0
2026-03-26 19:32,승,4,1,50,4,0,0,0,1,1,0,0,0,0,3,3,1,1,127,119,93.7,86,85,0,0,4,1,28,27,2,1,0,0,0,0,0,0,0,9,5,6,0,0,0,0,2,0,0,0
2026-03-26 19:20,승,4,1,47,4,0,0,0,1,1,0,0,0,0,4,4,0,0,98,89,90.8,67,64,0,0,5,4,16,14,1,1,0,0,0,0,0,0,0,19,8,4,0,0,0,1,0,2,0,0
2026-03-26 19:07,무,3,3,53,4,0,0,0,0,0,0,0,0,0,4,3,0,0,127,110,86.6,77,70,0,0,8,5,26,22,2,1,0,0,0,0,0,0,0,5,5,8,1,0,0,1,0,2,0,0
2026-03-26 18:55,패,2,4,52,4,0,0,0,0,0,1,0,0,0,3,2,1,0,118,106,89.8,81,77,0,0,7,3,19,17,1,1,0,0,0,0,0,0,0,8,3,10,1,0,0,0,0,0,0,0
2026-03-26 18:44,승,3,0,44,6,0,0,0,1,0,0,0,0,0,6,3,0,0,66,58,87.9,37,34,0,0,8,6,15,13,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0
2026-03-26 18:34,승,2,1,57,7,0,0,0,1,1,0,0,0,0,4,1,3,1,130,118,90.8,87,83,0,0,9,4,24,22,2,2,0,0,0,0,0,0,0,7,4,2,0,0,0,1,1,2,0,0
2026-03-26 18:21,승,4,0,57,5,0,0,0,0,0,1,0,0,0,3,3,2,1,112,101,90.2,72,70,0,0,9,5,29,24,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,1,0,0,0,0
2026-03-26 18:12,승,4,2,41,6,0,0,0,0,0,0,0,0,0,6,4,0,0,124,109,87.9,75,72,0,0,5,3,28,24,3,1,0,0,0,0,0,0,0,9,7,13,1,0,0,0,0,2,0,0
2026-03-26 16:05,패,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-26 15:59,패,1,5,41,5,0,0,0,1,0,0,0,0,0,2,1,3,0,107,91,85,69,62,0,0,8,3,20,19,0,0,0,0,0,0,0,0,0,7,6,5,1,0,0,2,0,1,0,0
2026-03-26 15:48,승,4,3,48,7,0,0,0,3,2,0,0,0,0,7,4,0,0,121,104,86,71,66,0,0,6,4,28,25,2,1,0,0,0,0,0,0,0,11,9,9,2,0,0,2,2,0,0,0
2026-03-26 15:06,승,4,2,50,8,0,0,0,4,2,0,0,0,0,7,4,1,0,131,118,90.1,77,73,0,0,9,5,34,31,3,3,0,0,0,0,0,0,0,8,5,4,0,0,0,1,0,1,0,0
2026-03-26 8:08,패,2,3,56,6,0,0,0,1,0,0,0,0,0,5,2,1,0,125,114,91.2,86,80,0,0,4,3,27,26,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,1,2,0,0,0
2026-03-26 7:57,무,1,1,51,6,0,0,0,1,0,0,0,0,0,4,1,2,0,120,110,91.7,76,72,0,0,4,3,32,28,2,2,0,0,0,0,0,0,0,7,6,2,0,0,0,0,1,0,0,0
2026-03-26 7:46,패,1,2,33,1,0,0,0,0,0,0,0,0,0,1,1,0,0,98,85,86.7,72,64,0,0,5,4,17,15,1,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0
2026-03-26 7:35,승,3,0,57,4,0,0,0,1,1,0,0,0,0,3,3,1,0,116,111,95.7,81,79,0,0,4,4,26,24,1,0,0,0,0,0,0,0,0,5,3,5,1,0,0,1,0,0,0,0
2026-03-26 7:26,승,3,2,58,5,0,0,0,1,1,1,0,0,0,2,2,3,1,159,150,94.3,117,115,0,0,3,2,27,24,2,2,0,0,0,0,0,0,0,4,2,6,0,0,0,0,2,1,0,0
2026-03-26 7:15,패,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,106,91.4,85,80,0,0,4,3,15,13,2,1,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0
2026-03-26 7:04,승,4,3,56,6,0,0,0,0,0,1,1,0,0,4,3,2,1,168,155,92.3,124,120,0,0,5,2,26,25,0,0,0,0,0,0,0,0,0,6,4,3,1,0,0,1,0,0,0,0
2026-03-23 15:17,패,1,3,53,4,0,0,0,1,0,0,0,0,0,2,0,2,1,135,126,93.3,98,93,0,0,7,4,17,17,1,1,0,0,0,0,0,0,0,7,2,1,0,0,0,0,1,0,0,0
2026-03-23 15:06,무,3,3,52,4,0,0,0,1,1,1,0,0,0,2,2,2,1,132,124,93.9,106,102,0,0,6,3,13,12,1,1,0,0,0,0,0,0,0,9,2,10,3,0,0,1,0,2,0,1
2026-03-23 14:54,패,1,1,49,4,0,0,0,0,0,0,0,0,0,4,1,0,0,122,112,91.8,84,80,0,0,6,3,22,20,1,1,0,0,0,0,0,0,0,7,4,5,0,0,0,1,0,0,0,0
2026-03-23 14:43,패,2,4,54,7,0,0,0,4,1,0,0,0,0,5,1,2,1,123,111,90.2,79,74,0,0,9,6,21,20,4,4,0,0,0,0,0,0,0,11,7,10,3,0,0,4,0,1,0,0
2026-03-23 14:31,패,1,2,49,10,0,0,0,3,1,0,0,0,0,6,1,4,0,116,103,88.8,86,80,0,0,10,5,11,10,0,0,0,0,0,0,0,0,0,7,4,7,1,0,0,2,0,1,0,0
2026-03-23 14:20,승,2,1,51,6,0,0,0,2,1,0,0,0,0,6,2,0,0,131,117,89.3,89,82,0,0,10,8,17,15,3,2,0,0,0,0,0,0,0,8,6,5,0,0,0,1,0,0,0,0
2026-03-23 8:23,패,1,3,55,2,0,0,0,0,0,0,0,0,0,1,1,1,0,151,136,90.1,104,95,0,0,11,8,24,22,0,0,0,0,0,0,0,0,0,10,7,5,0,0,0,1,0,1,0,0
2026-03-23 8:09,승,2,1,52,6,0,0,0,1,0,0,0,0,0,4,2,2,0,108,100,92.6,70,69,0,0,7,4,17,15,2,2,0,0,0,0,0,0,0,2,0,4,0,0,0,2,1,1,0,0
2026-03-23 7:58,패,2,3,40,3,0,0,0,1,0,0,0,0,0,3,2,0,0,95,85,89.5,56,52,0,0,7,3,21,21,1,0,0,0,0,0,0,0,0,8,4,6,0,0,0,1,0,2,0,0
2026-03-23 7:36,승,4,0,56,5,0,0,0,1,1,0,0,0,0,5,4,0,0,56,50,89.3,29,28,0,0,8,5,15,13,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,2,0,0,0,0
2026-03-23 7:28,패,1,2,47,3,0,0,0,0,0,0,0,0,0,2,1,1,0,124,114,91.9,89,86,0,0,4,2,18,16,0,0,0,0,0,0,0,0,0,10,7,2,0,0,0,0,1,2,0,1
2026-03-23 7:16,패,1,2,58,3,0,0,0,0,0,0,0,0,0,2,1,1,0,158,141,89.2,109,101,0,0,6,2,22,21,6,4,0,0,0,0,0,0,0,10,7,1,0,0,0,1,1,0,0,0
2026-03-23 7:06,패,1,2,59,5,0,0,0,0,0,0,0,0,0,2,1,3,0,160,145,90.6,121,113,0,0,7,3,17,16,2,2,0,0,0,0,0,0,0,6,3,5,0,0,0,1,1,0,0,0
2026-03-23 6:55,패,0,2,57,4,0,0,0,2,0,1,0,0,0,3,0,1,0,131,121,92.4,83,79,0,0,12,10,26,24,2,2,0,0,0,0,0,0,0,6,3,3,1,0,0,1,1,0,0,0
2026-03-22 20:04,패,2,4,49,5,0,0,0,0,0,2,0,0,0,1,1,4,1,114,106,93,75,72,0,0,3,0,20,19,2,1,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,1,0,0
2026-03-22 19:19,패,0,4,51,5,0,0,0,1,0,1,0,0,0,2,0,3,0,125,114,91.2,82,78,0,0,13,7,16,15,1,1,0,0,0,0,0,0,0,11,3,0,0,0,0,3,1,1,1,0
2026-03-22 19:06,패,1,4,53,3,0,0,0,1,0,0,0,0,0,2,1,1,0,137,116,84.7,88,77,0,0,7,6,27,22,3,1,0,0,0,0,0,0,0,16,7,6,0,0,0,1,0,2,1,0
2026-03-22 18:54,무,0,0,48,5,0,0,0,2,0,0,0,0,0,5,0,0,0,114,102,89.5,79,75,0,0,6,4,15,15,5,1,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0
2026-03-22 13:45,패,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-22 13:24,승,4,1,48,4,0,0,0,0,0,0,0,0,0,4,4,0,0,74,65,87.8,44,41,0,0,6,5,14,11,3,1,0,0,0,0,0,0,0,6,3,3,2,0,0,0,1,0,0,0
2026-03-22 13:15,승,4,2,49,6,0,0,0,0,0,1,1,1,1,2,1,3,2,125,120,96,87,85,0,0,2,2,22,20,6,5,0,0,0,0,0,0,0,6,3,6,2,0,0,0,0,1,0,0
2026-03-21 10:25,패,1,3,45,5,0,0,0,0,0,0,0,0,0,3,1,2,0,49,45,91.8,33,31,0,0,6,4,8,8,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0
2026-03-21 6:35,패,2,3,50,6,0,0,0,0,0,0,0,1,1,2,0,3,1,196,172,87.8,130,118,0,0,7,3,43,38,0,0,0,0,0,0,0,0,0,15,7,8,1,0,0,0,1,0,0,0
2026-03-21 6:19,승,2,1,47,8,0,0,0,2,0,1,0,0,0,5,2,3,0,109,101,92.7,61,60,0,0,6,3,31,29,1,0,0,0,0,0,0,0,0,8,4,3,1,0,0,1,2,1,0,0
2026-03-21 5:42,승,5,3,62,11,0,0,0,1,0,0,0,1,1,4,2,6,2,146,135,92.5,96,95,0,0,9,4,25,24,4,3,0,0,0,0,0,0,0,5,4,2,0,0,0,3,0,0,0,0
2026-03-21 5:28,패,1,2,46,2,0,0,0,1,1,0,0,0,0,2,1,0,0,125,111,88.8,77,73,0,0,11,4,24,23,3,2,0,0,0,0,0,0,0,2,1,9,1,0,0,1,1,0,0,0
2026-03-20 18:58,승,3,2,48,9,0,0,0,1,0,0,0,0,0,7,2,2,1,160,150,93.8,104,102,0,0,10,8,29,25,4,3,0,0,0,0,0,0,0,7,6,9,0,0,0,2,1,0,0,0
2026-03-20 18:42,승,4,3,46,6,0,0,0,0,0,0,0,0,0,6,4,0,0,122,106,86.9,74,70,0,0,11,2,27,25,2,1,0,0,0,0,0,0,0,4,3,5,3,0,0,3,1,0,0,0
2026-03-20 18:28,승,3,1,51,3,0,0,0,0,0,0,0,0,0,2,2,1,1,123,110,89.4,70,68,0,0,9,7,29,24,3,2,0,0,0,0,0,0,0,9,6,9,1,0,0,0,1,1,0,0
2026-03-20 18:16,승,2,0,47,3,0,0,0,0,0,0,0,0,0,2,2,1,0,116,108,93.1,68,67,0,0,10,5,29,28,0,0,0,0,0,0,0,0,0,3,3,8,1,0,0,1,0,0,0,0
2026-03-20 18:05,승,3,0,41,4,0,0,0,0,0,0,0,0,0,1,1,3,2,97,83,85.6,46,41,0,0,7,3,27,25,2,1,0,0,0,0,0,0,0,9,4,5,0,0,0,1,0,1,0,0
2026-03-20 17:54,승,5,2,56,10,0,0,0,4,0,1,0,1,1,8,4,1,0,100,90,90,53,48,0,0,11,10,26,24,0,0,0,0,0,0,0,0,0,9,6,5,1,0,0,2,1,1,0,0
2026-03-20 17:44,패,0,4,55,6,0,0,0,2,0,1,0,0,0,3,0,3,0,134,115,85.8,79,74,0,0,13,4,26,26,1,0,0,0,0,0,0,0,0,9,4,3,1,0,0,2,1,0,0,0
2026-03-20 17:33,패,0,4,48,4,0,0,0,2,0,0,0,0,0,4,0,0,0,99,86,86.9,59,57,0,0,10,3,20,18,1,1,0,0,0,0,0,0,0,9,7,0,0,0,0,1,0,1,0,0
2026-03-20 17:21,승,4,2,55,8,0,0,0,0,0,0,0,0,0,5,3,3,1,124,114,91.9,76,72,0,0,8,5,29,28,0,0,0,0,0,0,0,0,0,8,7,5,2,0,0,2,1,0,0,0
2026-03-20 17:08,승,4,2,49,8,0,0,0,2,1,1,0,0,0,4,3,4,1,99,87,87.9,52,50,0,0,10,5,25,24,4,3,0,0,0,0,0,0,0,5,3,9,1,0,0,0,0,2,0,0
2026-03-20 16:55,패,2,2,51,5,0,0,0,2,1,0,0,0,0,4,2,1,0,168,149,88.7,96,92,0,0,14,8,43,36,3,3,0,0,0,0,0,0,0,7,6,5,0,0,0,1,0,1,0,0
2026-03-20 16:39,승,2,0,54,3,0,0,0,2,1,0,0,0,0,3,2,0,0,73,62,84.9,44,42,0,0,7,3,12,10,1,1,0,0,0,0,0,0,0,9,7,4,1,0,0,1,1,0,0,0
2026-03-20 16:31,승,4,3,45,5,0,0,0,1,1,0,0,0,0,5,4,0,0,114,100,87.7,67,61,0,0,7,3,26,23,1,1,0,0,0,0,0,0,0,10,5,3,0,0,0,0,1,0,0,0
2026-03-20 16:19,패,2,3,54,7,0,0,0,2,0,0,0,0,0,7,2,0,0,124,105,84.7,74,70,0,0,8,4,36,26,0,0,0,0,0,0,0,0,0,14,11,6,0,0,0,3,0,0,0,0
2026-03-20 16:08,승,5,0,52,7,0,0,0,0,0,0,0,0,0,7,5,0,0,126,115,91.3,70,68,0,0,12,9,27,27,0,0,0,0,0,0,0,0,0,6,4,6,2,0,0,1,1,0,0,0
2026-03-20 15:57,패,0,1,46,6,0,0,0,5,0,0,0,0,0,6,0,0,0,105,91,86.7,57,53,0,0,12,6,21,20,1,1,0,0,0,0,0,0,0,5,4,7,1,0,0,3,0,0,0,0
2026-03-20 15:46,승,3,1,47,4,0,0,0,0,0,0,0,0,0,3,3,1,0,115,97,84.3,69,64,0,0,11,5,28,21,1,1,0,0,0,0,0,0,0,10,5,5,2,0,0,0,0,0,0,0
2026-03-20 15:34,승,3,2,49,5,0,0,0,1,0,0,0,0,0,5,3,0,0,119,106,89.1,71,66,0,0,8,5,29,26,1,1,0,0,0,0,0,0,0,15,10,7,1,0,0,0,0,2,0,0
2026-03-20 9:53,패,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-20 9:45,패,1,5,41,2,0,0,0,0,0,0,0,0,0,1,1,1,0,77,62,80.5,49,44,0,0,9,1,13,13,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,1,0,0,0,0
2026-03-20 0:25,패,1,3,50,5,0,0,0,0,0,0,0,0,0,3,1,2,0,119,102,85.7,68,60,0,0,10,5,25,23,2,2,0,0,0,0,0,0,0,6,3,10,0,0,0,3,0,1,0,0
2026-03-20 0:12,승,3,2,44,3,0,0,0,0,0,1,1,0,0,2,2,1,1,105,92,87.6,59,55,0,0,6,5,30,23,0,0,0,0,0,0,0,0,0,8,5,6,0,0,0,0,1,0,0,0
