날짜,GK_ID,피슈팅,선방
2026-04-14,300240913,8,6
2026-04-14,234190941,2,1
2026-04-14,300240913,2,1
2026-04-14,256186153,5,0
2026-04-14,300240913,3,1
2026-04-14,828167495,3,0
2026-04-14,300240913,6,2
2026-04-14,201192119,8,1
2026-04-14,300240913,6,2
2026-04-14,517212831,5,2
2026-04-14,300240913,5,0
2026-04-14,802051539,1,0
2026-04-14,300240913,5,0
2026-04-14,517193080,1,0
2026-04-14,207000488,5,2
2026-04-14,300240913,2,1
2026-04-14,300240913,4,3
2026-04-14,517200389,2,1
2026-04-13,300240913,2,1
2026-04-13,291262621,12,4
2026-04-15,246193105,4,2
2026-04-15,829235073,2,0
2026-04-15,829235073,4,2
2026-04-15,291262621,4,1
2026-04-13,237190053,5,3
2026-04-13,834202811,7,3
2026-04-13,237190053,8,4
2026-04-13,836005479,5,2
2026-04-13,237190053,2,1
2026-04-13,825192119,8,4
2026-04-13,237190053,0,0
2026-04-13,234051539,4,1
2026-04-13,206024630,5,2
2026-04-13,237190053,1,1
2026-04-13,237190053,3,2
2026-04-13,234190053,6,6
2026-04-13,237190053,3,1
2026-04-13,828209981,6,3
2026-04-12,210230621,7,3
2026-04-12,265233306,2,0
2026-04-12,265233306,3,3
2026-04-12,828212831,6,3
2026-04-13,283186153,5,2
2026-04-13,300186153,3,2
2026-04-13,517259532,6,3
2026-04-13,300186153,6,2
2026-04-13,300224836,4,2
2026-04-13,300186153,5,1
2026-04-13,848225116,5,0
2026-04-13,300186153,5,1
2026-04-13,322146748,6,4
2026-04-13,300186153,7,3
2026-04-13,804262621,3,2
2026-04-13,300186153,4,2
2026-04-13,300224836,2,1
2026-04-13,300186153,2,2
2026-04-13,804262621,3,2
2026-04-13,300186153,1,1
2026-04-13,517259532,5,5
2026-04-13,300186153,4,2
2026-04-13,517209981,7,4
2026-04-13,300186153,2,1
2026-04-13,207212831,6,1
2026-04-13,300228789,6,0
2026-04-13,207212831,8,3
2026-04-13,256199987,7,4
2026-04-13,265233306,4,0
2026-04-13,207212831,1,0
2026-04-13,300259532,5,3
2026-04-13,207212831,6,1
2026-04-13,207212831,5,4
2026-04-13,270233934,4,2
2026-04-13,217234642,5,3
2026-04-13,207212831,7,2
2026-04-13,207212831,7,3
2026-04-13,515227127,5,2
2026-04-11,216200389,6,2
2026-04-11,207212831,7,2
2026-04-11,207212831,8,2
2026-04-11,300226753,5,4
2026-04-11,216162835,0,0
2026-04-11,828215698,4,0
2026-04-11,207210257,4,1
2026-04-11,828215698,4,0
2026-04-15,319005479,5,4
2026-04-15,828202811,5,2
2026-04-15,291220901,0,0
2026-04-15,319005479,2,0
2026-04-15,826226753,2,0
2026-04-15,217212831,10,6
2026-04-15,828192119,7,3
2026-04-15,826226753,9,4
2026-04-15,826226753,5,1
2026-04-15,217212831,5,4
2026-04-15,826226753,4,1
2026-04-15,283167495,9,3
2026-04-15,826226753,3,2
2026-04-15,517211738,5,4
2026-04-15,826226753,13,6
2026-04-15,291211738,2,2
2026-04-13,826226753,4,3
2026-04-13,834230621,12,7
2026-04-13,251167948,5,2
2026-04-13,826226753,5,1
2026-04-13,826226753,2,0
2026-04-13,206177683,5,4
2026-04-15,300192119,1,0
2026-04-15,844199641,4,0
2026-04-15,289192119,3,1
2026-04-15,300192119,5,0
2026-04-15,300192119,5,4
2026-04-15,265234102,8,3
2026-04-15,300192119,4,2
2026-04-15,253167495,5,1
2026-04-14,300192119,4,1
2026-04-14,216167495,3,2
2026-04-14,201001179,9,2
2026-04-14,300192119,2,1
2026-04-14,834230621,6,3
2026-04-14,300192119,2,1
2026-04-13,828212831,4,1
2026-04-13,300192119,3,2
2026-04-13,834212831,3,1
2026-04-13,300192119,3,0
2026-04-15,265234102,4,1
2026-04-15,265186153,3,0
2026-04-15,253192119,1,1
2026-04-15,265186153,5,3
2026-04-15,265186153,7,6
2026-04-15,300167495,2,0
2026-04-15,265186153,4,1
2026-04-15,111051539,0,0
2026-04-15,300192119,7,3
2026-04-15,265186153,4,1
2026-04-15,300192119,0,0
2026-04-15,265186153,5,1
2026-04-15,217210257,3,1
2026-04-15,265186153,6,3
2026-04-15,265186153,3,2
2026-04-15,256186153,3,0
2026-04-14,265186153,6,4
2026-04-14,300263887,7,1
2026-04-15,513228789,2,0
2026-04-15,214190053,11,7
2026-04-15,251190053,6,5
2026-04-15,513228789,4,0
2026-04-15,513228789,0,0
2026-04-15,265192119,4,1
2026-04-15,300198513,6,1
2026-04-15,513228789,3,2
2026-04-15,324024630,10,5
2026-04-15,513228789,3,1
2026-04-15,856235840,2,2
2026-04-15,513228789,4,1
2026-04-15,517192563,2,2
2026-04-15,513228789,3,1
2026-04-15,513228789,2,2
2026-04-15,206199482,3,2
2026-04-15,206024630,8,3
2026-04-15,513228789,9,2
2026-04-15,206024630,8,4
2026-04-15,300190941,7,0
2026-04-15,246199987,8,1
2026-04-15,206024630,4,2
2026-04-15,206024630,1,1
2026-04-15,206200389,4,0
2026-04-15,206024630,3,3
2026-04-15,256186153,4,1
2026-04-15,206024630,5,4
2026-04-15,503234102,5,2
2026-04-15,206024630,7,3
2026-04-15,214024630,2,0
2026-04-15,206024630,4,2
2026-04-15,852192448,7,1
2026-04-14,206024630,3,0
2026-04-14,840215316,4,1
2026-04-15,300215316,5,2
2026-04-15,300219836,0,0
2026-04-15,804262621,2,1
2026-04-15,300219836,3,2
2026-04-15,300219836,5,1
2026-04-15,214192448,1,0
2026-04-15,828200389,3,2
2026-04-15,300219836,3,0
2026-04-15,300219836,5,3
2026-04-15,319005479,7,4
2026-04-15,300219836,3,1
2026-04-15,300240091,1,0
2026-04-15,280230621,4,2
2026-04-15,300219836,7,7
2026-04-15,231024630,4,0
2026-04-15,300219836,4,1
2026-04-11,300219836,3,2
2026-04-11,517212831,4,1
2026-04-15,300192119,7,5
2026-04-15,324024630,4,2
2026-04-15,324024630,7,2
2026-04-15,848225116,6,4
2026-04-15,324024630,2,1
2026-04-15,517252154,9,3
2026-04-15,324024630,6,3
2026-04-15,270233934,5,3
2026-04-15,324024630,4,0
2026-04-15,280177683,6,2
2026-04-15,836167948,5,4
2026-04-15,251048940,3,0
2026-04-15,828215698,4,1
2026-04-15,251048940,4,1
2026-04-15,256199987,6,3
2026-04-15,251048940,5,1
2026-04-15,832235073,3,0
2026-04-15,251048940,4,3
2026-04-15,835016254,6,3
2026-04-15,251048940,1,1
2026-04-09,828230621,5,1
2026-04-09,251048940,1,0
2026-04-09,846212831,5,1
2026-04-09,511186153,7,3
2026-04-09,848051539,7,5
2026-04-09,251048940,6,4
2026-04-09,814186569,7,2
2026-04-09,251048940,5,1
2026-04-15,251167495,2,1
2026-04-15,300192448,2,0
2026-04-15,253204120,9,3
2026-04-15,300252154,4,1
2026-04-15,272170597,5,1
2026-04-15,300252154,4,1
2026-04-15,237210257,4,3
2026-04-15,300252154,2,1
2026-04-15,515204935,2,1
2026-04-15,300252154,3,0
2026-04-15,300252154,4,3
2026-04-15,300203841,3,3
2026-04-15,300252154,5,3
2026-04-15,234173373,4,0
2026-04-15,300252154,3,0
2026-04-15,214200389,2,1
2026-04-15,265225116,2,1
2026-04-15,300252154,5,1
2026-04-15,300252154,5,4
2026-04-15,805212432,4,2
2026-04-15,834230621,5,1
2026-04-15,300252154,4,1
2026-04-15,214186569,3,3
2026-04-15,300243311,5,3
2026-04-15,300243311,5,4
2026-04-15,256186153,6,3
2026-04-15,300243311,4,1
2026-04-15,251186153,8,4
2026-04-15,300243311,7,2
2026-04-15,231024630,3,1
2026-04-15,217212831,9,5
2026-04-15,300243311,5,0
2026-04-15,300243311,4,3
2026-04-15,206177683,4,2
2026-04-15,300243311,5,1
2026-04-15,284216065,10,7
2026-04-15,300243311,4,1
2026-04-15,825192448,5,3
2026-04-14,300243311,6,3
2026-04-14,283230621,6,3
2026-04-14,810200389,6,3
2026-04-14,826226753,1,0
2026-04-14,851220901,6,2
2026-04-14,826226753,2,2
2026-04-14,231024630,2,1
2026-04-14,826226753,3,2
2026-04-14,826226753,4,2
2026-04-14,206177683,2,1
2026-04-14,324024630,2,2
2026-04-14,826226753,15,13
2026-04-14,265233306,3,2
2026-04-14,826226753,7,4
2026-04-14,826226753,3,1
2026-04-14,828200389,6,4
2026-04-14,206212831,4,1
2026-04-14,826226753,2,2
2026-04-14,828200389,4,2
2026-04-14,826226753,3,0
2026-04-14,829235073,7,2
2026-04-14,256199987,11,5
2026-04-14,825212831,4,1
2026-04-14,256199987,5,3
2026-04-14,851220901,6,3
2026-04-14,256199987,3,1
2026-04-14,283224251,2,2
2026-04-14,256199987,7,2
2026-04-13,216192448,8,3
2026-04-13,256199987,6,3
2026-04-13,814223885,0,0
2026-04-13,256199987,3,0
2026-04-13,517230869,4,1
2026-04-13,256199987,4,2
2026-04-13,844259532,7,1
2026-04-13,256199987,6,2
2026-04-13,289190053,8,4
2026-04-13,256199987,1,0
2026-04-14,268051539,6,1
2026-04-14,825210257,1,0
2026-04-14,840215316,7,3
2026-04-14,268051539,6,1
2026-04-14,289192119,7,4
2026-04-14,300192119,2,0
2026-04-14,834242948,3,2
2026-04-14,300192119,6,1
2026-04-14,300192119,3,1
2026-04-14,834240913,6,3
2026-04-14,828167495,5,3
2026-04-14,300192119,4,2
2026-04-13,264210385,3,3
2026-04-13,300192119,6,0
2026-04-13,207192563,1,0
2026-04-13,300192119,5,2
2026-04-12,265233306,2,2
2026-04-12,300192119,1,0
2026-04-12,206024630,0,0
2026-04-12,300192119,3,1
2026-04-12,270233934,6,2
2026-04-12,300192119,0,0
2026-04-15,840206585,8,2
2026-04-15,845233267,8,4
2026-04-15,840206585,7,0
2026-04-15,206177683,10,2
2026-04-15,840206585,3,1
2026-04-15,261044897,11,9
2026-04-15,300234371,3,0
2026-04-15,840206585,0,0
2026-04-15,840206585,7,4
2026-04-15,216234642,5,2
2026-04-15,852223885,6,3
2026-04-15,216162835,5,2
2026-04-15,206167948,5,4
2026-04-15,852223885,8,1
2026-04-15,852223885,5,3
2026-04-15,840215316,11,9
2026-04-15,852223885,4,2
2026-04-15,300206585,5,2
2026-04-15,251024630,5,0
2026-04-15,829189117,5,1
2026-04-15,253177683,7,4
2026-04-15,829189117,4,2
2026-04-15,829189117,5,2
2026-04-15,300259532,4,0
2026-04-15,829189117,8,4
2026-04-15,517235840,3,0
2026-04-15,300243675,5,1
2026-04-15,829189117,2,2
2026-04-15,253177683,4,3
2026-04-15,829189117,2,2
2026-04-15,829189117,5,4
2026-04-15,206210257,1,1
2026-04-15,805212432,4,2
2026-04-15,829189117,3,3
2026-04-15,300192448,4,4
2026-04-15,829189117,10,6
2026-04-15,829189117,5,4
2026-04-15,828167948,6,4
2026-04-15,234190941,2,0
2026-04-15,829235073,3,3
2026-04-15,234190941,3,1
2026-04-15,300192448,4,2
2026-04-15,515210257,7,3
2026-04-15,234190941,5,2
2026-04-15,234190941,5,2
2026-04-15,848167948,5,4
2026-04-14,234190941,5,2
2026-04-14,265233306,6,2
2026-04-14,251186153,5,1
2026-04-14,234190941,5,1
2026-04-14,234190941,5,3
2026-04-14,256210257,4,0
2026-04-14,234190941,3,0
2026-04-14,300215316,8,4
2026-04-14,234190941,4,2
2026-04-14,804250753,2,1
2026-04-14,802167948,2,1
2026-04-14,256005479,7,4
2026-04-14,810185122,7,2
2026-04-14,802167948,3,0
2026-04-14,802167948,3,0
2026-04-14,300230621,8,3
2026-04-14,802167948,3,2
2026-04-14,810225116,11,7
2026-04-14,802167948,4,3
2026-04-14,206024630,2,0
2026-04-14,802167948,9,4
2026-04-14,253192119,5,1
2026-04-14,802167948,5,2
2026-04-14,237192119,10,6
2026-04-14,802167948,3,0
2026-04-14,265233306,3,1
2026-04-14,802167948,4,1
2026-04-14,207192563,5,1
2026-04-14,802167948,6,5
2026-04-14,300212831,5,1
2026-04-15,291262621,7,3
2026-04-15,260226753,4,1
2026-04-13,300243952,8,5
2026-04-13,260226753,5,3
2026-04-13,264230621,5,3
2026-04-13,260226753,9,4
2026-04-13,260226753,1,0
2026-04-13,853232065,5,4
2026-04-13,260226753,3,2
2026-04-13,802167495,4,3
2026-04-13,825212831,10,8
2026-04-13,260226753,3,3
2026-04-13,283170597,7,4
2026-04-13,260226753,3,2
2026-04-13,280206585,4,2
2026-04-13,260226753,7,4
2026-04-13,260226753,4,2
2026-04-13,508223550,4,0
2026-04-14,828192448,2,0
2026-04-14,264230621,4,1
2026-04-14,828215698,4,3
2026-04-14,264230621,1,1
2026-04-14,264230621,2,0
2026-04-14,101000488,6,3
2026-04-14,264230621,4,2
2026-04-14,251192119,4,3
2026-04-14,264230621,7,2
2026-04-14,251186153,7,1
2026-04-14,264230621,3,0
2026-04-14,513202811,5,1
2026-04-14,264230621,8,3
2026-04-14,268005479,4,1
2026-04-14,264230621,6,2
2026-04-14,231168435,5,2
2026-04-05,264230621,9,5
2026-04-05,300224836,4,1
2026-04-15,300259532,0,0
2026-04-15,251192119,3,0
2026-04-15,300192119,6,3
2026-04-15,251192119,6,4
2026-04-15,836001179,3,2
2026-04-15,251192119,2,1
2026-04-15,206210257,12,7
2026-04-15,289051539,4,3
2026-04-15,216192448,1,0
2026-04-15,289051539,4,2
2026-04-15,251150724,6,2
2026-04-15,289051539,3,1
2026-04-15,214192119,2,1
2026-04-15,289051539,7,4
2026-04-15,291211738,2,1
2026-04-15,283170597,5,2
2026-04-15,253204935,8,6
2026-04-15,283170597,6,0
2026-04-14,283170597,1,0
2026-04-14,206024630,4,3
2026-04-14,283170597,4,2
2026-04-14,265234102,7,4
2026-04-14,293212432,0,0
2026-04-14,283170597,0,0
2026-04-14,300192448,4,1
2026-04-14,283170597,10,3
2026-04-14,283170597,5,4
2026-04-14,206024630,4,1
2026-04-14,283170597,5,1
2026-04-14,237212831,2,1
2026-04-14,201005479,8,5
2026-04-14,283170597,8,4
2026-04-15,216200389,4,0
2026-04-15,237212831,1,0
2026-04-15,237212831,6,3
2026-04-15,289048940,6,4
2026-04-15,270234577,5,2
2026-04-15,237212831,7,3
2026-04-15,237212831,2,1
2026-04-15,251190053,4,1
2026-04-15,300236515,5,2
2026-04-15,237212831,4,1
2026-04-15,237212831,3,1
2026-04-15,825192448,6,3
2026-04-15,237212831,7,2
2026-04-15,251186153,5,1
2026-04-13,834212831,5,1
2026-04-13,256193105,7,4
2026-04-13,300212432,1,0
2026-04-13,256193105,4,2
2026-04-13,216190053,1,1
2026-04-13,256193105,5,3
2026-04-13,206186153,3,1
2026-04-13,256193105,4,0
2026-04-13,256193105,6,3
2026-04-13,291211738,3,0
2026-04-13,242192119,8,5
2026-04-13,256193105,6,2
2026-04-13,291211738,0,0
2026-04-13,256193105,5,2
2026-04-13,206167948,10,5
2026-04-13,256193105,5,2
2026-04-13,214192119,3,0
2026-04-13,256193105,2,0
2026-04-15,300203042,3,0
2026-04-15,265234102,6,2
2026-04-15,265234102,2,2
2026-04-15,217212831,4,1
2026-04-15,265234102,2,1
2026-04-15,300263063,5,2
2026-04-15,265234102,4,1
2026-04-15,834167495,2,0
2026-04-15,265234102,5,2
2026-04-15,324024630,5,2
2026-04-15,265234102,4,1
2026-04-15,216230621,2,2
2026-04-15,265234102,1,0
2026-04-15,260186569,5,1
2026-04-15,265234102,5,3
2026-04-15,101001179,6,1
2026-04-15,265234102,4,3
2026-04-15,829167495,4,2
2026-04-15,834190941,5,2
2026-04-15,237193105,8,4
2026-04-15,834190941,15,10
2026-04-15,251186153,5,2
2026-04-15,834190941,3,1
2026-04-15,242210257,8,3
2026-04-15,834190941,6,2
2026-04-15,246186569,6,1
2026-04-15,834190941,4,0
2026-04-15,206024630,4,1
2026-04-13,264190941,6,3
2026-04-13,828209981,6,2
2026-04-13,264190941,4,2
2026-04-13,256192448,9,6
2026-04-13,264190941,3,0
2026-04-13,834212831,9,7
2026-04-13,264190941,7,4
2026-04-13,513235073,5,4
2026-04-15,517192563,3,0
2026-04-15,300238186,6,3
2026-04-15,517192563,7,4
2026-04-15,206188943,4,1
2026-04-15,517192563,8,4
2026-04-15,207212831,8,3
2026-04-15,517192563,1,0
2026-04-15,206167948,1,1
2026-04-15,517192563,1,0
2026-04-15,834230621,2,2
2026-04-15,517192563,6,4
2026-04-15,253230621,5,2
2026-04-15,517192563,1,0
2026-04-15,845233267,5,1
2026-04-15,517192563,5,1
2026-04-15,300192119,2,1
2026-04-15,206203841,7,3
2026-04-15,834190941,8,4
2026-04-14,834212831,3,1
2026-04-14,834190941,7,1
2026-04-14,834190941,5,1
2026-04-14,206186153,8,3
2026-04-14,253167948,8,4
2026-04-14,834190941,4,2
2026-04-14,804262621,5,2
2026-04-14,834190941,2,1
2026-04-13,834210257,8,6
2026-04-13,834190941,3,0
2026-04-13,242194404,3,3
2026-04-13,834190941,6,2
2026-04-13,300192448,5,3
2026-04-13,834190941,4,0
2026-04-13,300192119,5,3
2026-04-13,834190941,4,1
2026-04-15,206203775,5,3
2026-04-15,284188943,5,5
2026-04-15,233192119,4,1
2026-04-15,284188943,4,2
2026-04-15,513186153,6,4
2026-04-15,246186569,4,1
2026-04-14,300263063,0,0
2026-04-14,513186153,4,1
2026-04-14,217177683,4,0
2026-04-14,513186153,1,0
2026-04-14,283192448,5,3
2026-04-14,513186153,6,2
2026-04-14,804262621,2,1
2026-04-14,513186153,4,0
2026-04-15,300243675,8,5
2026-04-15,834230621,5,2
2026-04-14,218215316,11,6
2026-04-14,324024630,5,3
2026-04-14,324024630,2,0
2026-04-14,206206585,6,1
2026-04-14,300242179,7,4
2026-04-14,324024630,2,1
2026-04-14,324024630,3,1
2026-04-14,207167495,7,3
2026-04-14,324024630,7,6
2026-04-14,264230621,3,1
2026-04-14,846202811,10,1
2026-04-14,324024630,0,0
2026-04-14,324024630,0,0
2026-04-14,256210257,10,5
2026-04-14,818167495,7,1
2026-04-14,324024630,7,1
2026-04-14,814048940,6,2
2026-04-14,324024630,2,0
2026-04-14,848252154,4,1
2026-04-14,324024630,6,3
2026-04-14,246173373,7,2
2026-04-14,214024630,1,0
2026-04-14,246173373,9,4
2026-04-14,256051539,2,0
2026-04-14,804262621,3,1
2026-04-14,246173373,8,3
2026-04-14,246173373,10,3
2026-04-14,300192119,1,1
2026-04-14,246173373,5,1
2026-04-14,283230869,5,3
2026-04-14,246173373,2,0
2026-04-14,300172203,6,3
2026-04-14,207051539,11,6
2026-04-14,221189342,4,0
2026-04-14,207051539,5,1
2026-04-14,291220901,5,4
2026-04-14,300210358,9,4
2026-04-14,216192448,5,3
2026-04-14,216192448,7,5
2026-04-14,265233306,7,3
2026-04-14,216192448,2,1
2026-04-14,206024630,7,4
2026-04-14,517227127,5,0
2026-04-14,216192448,6,0
2026-04-14,216192448,3,0
2026-04-14,300235840,3,1
2026-04-14,246199987,5,2
2026-04-14,216192448,6,4
2026-04-14,272167948,1,0
2026-04-14,216192448,3,0
2026-04-14,265233306,2,2
2026-04-14,260243952,13,2
2026-04-14,280215698,11,2
2026-04-14,265233306,1,0
2026-04-14,111051539,3,2
2026-04-14,265233306,2,2
2026-04-14,265233306,7,3
2026-04-14,265233306,2,1
2026-04-14,265233306,0,0
2026-04-14,206024630,1,1
2026-04-14,265233306,7,4
2026-04-14,300215698,1,0
2026-04-13,265233306,2,1
2026-04-13,300240913,6,2
2026-04-12,265233306,7,5
2026-04-12,206024630,9,6
2026-04-11,834215698,5,1
2026-04-11,265233306,5,3
2026-04-11,265233306,4,0
2026-04-11,300259532,2,1
2026-04-15,251186153,3,1
2026-04-15,291211738,7,2
2026-04-15,291211738,6,1
2026-04-15,265234102,5,2
2026-04-15,291211738,6,2
2026-04-15,265234102,8,3
2026-04-15,291211738,5,0
2026-04-15,300192119,7,3
2026-04-15,291211738,2,1
2026-04-15,517235840,7,3
2026-04-15,291211738,4,3
2026-04-15,319005479,6,2
2026-04-15,291211738,0,0
2026-04-15,246186569,4,1
2026-04-15,291211738,1,0
2026-04-15,300243675,5,2
2026-04-15,291211738,9,5
2026-04-15,246193041,4,3
2026-04-15,291211738,3,1
2026-04-15,804262621,2,0
2026-04-13,852189117,6,2
2026-04-13,851204935,4,2
2026-04-13,851204935,3,0
2026-04-13,300243311,4,1
2026-04-13,300192119,4,2
2026-04-13,851204935,7,5
2026-04-12,851204935,5,5
2026-04-12,300228789,6,1
2026-04-10,851204935,3,1
2026-04-10,210230872,5,2
2026-04-10,851204935,3,3
2026-04-10,207193080,4,2
2026-04-10,851204935,8,4
2026-04-10,253167495,5,2
2026-04-10,851204935,5,1
2026-04-10,216230621,6,3
2026-04-10,284216065,8,4
2026-04-10,851204935,4,1
2026-04-10,851204935,5,1
2026-04-10,207051539,3,1
2026-04-14,206024630,4,2
2026-04-14,101001179,4,2
2026-04-14,206024630,8,5
2026-04-14,253192119,4,2
2026-04-14,206024630,10,7
2026-04-14,216230621,4,3
2026-04-14,246190778,5,2
2026-04-14,206024630,3,2
2026-04-14,273226753,1,1
2026-04-14,206024630,4,0
2026-04-15,234167495,3,0
2026-04-15,206024630,0,0
2026-04-15,251192119,6,3
2026-04-15,206024630,4,2
2026-04-15,856228789,9,2
2026-04-15,206024630,2,0
2026-04-15,214024630,7,3
2026-04-15,206024630,7,3
2026-04-15,300192119,7,3
2026-04-15,206024630,5,2
2026-04-15,828202811,3,1
2026-04-15,501215698,6,3
2026-04-15,217212831,8,4
2026-04-15,501215698,9,6
2026-04-15,840206585,7,5
2026-04-15,501215698,1,1
2026-04-15,252051539,4,0
2026-04-15,501215698,3,0
2026-04-15,501172723,9,3
2026-04-15,256051539,8,4
2026-04-15,501172723,3,2
2026-04-15,216167948,5,0
2026-04-15,501172723,5,1
2026-04-15,845234642,6,3
2026-04-15,501172723,6,3
2026-04-15,300242656,6,2
2026-04-15,291262621,8,3
2026-04-15,206005479,5,2
2026-04-15,291262621,7,2
2026-04-15,517228383,5,2
2026-04-15,291262621,5,1
2026-04-15,805252662,4,1
2026-04-15,291262621,2,0
2026-04-15,825051539,9,5
2026-04-15,291262621,5,2
2026-04-15,517190941,2,1
2026-04-15,291262621,0,0
2026-04-15,834202811,7,3
2026-04-15,517254803,7,1
2026-04-15,291262621,1,1
2026-04-15,291262621,1,1
2026-04-15,206177683,2,2
2026-04-14,265225116,2,1
2026-04-14,291262621,4,1
2026-04-15,840242948,5,0
2026-04-15,300219836,2,1
2026-04-15,840242948,2,1
2026-04-15,214212831,4,2
2026-04-15,840242948,9,5
2026-04-15,300193105,11,2
2026-04-15,840242948,9,4
2026-04-15,827048940,7,1
2026-04-15,840242948,2,0
2026-04-15,300225395,7,4
2026-04-15,840242948,7,4
2026-04-15,828215698,8,2
2026-04-14,840242948,2,1
2026-04-14,270221087,5,2
2026-04-14,840242948,3,1
2026-04-14,234192119,9,3
2026-04-14,840242948,5,2
2026-04-14,206199482,5,1
2026-04-14,247191924,6,3
2026-04-14,300243311,2,0
2026-04-14,300243311,6,2
2026-04-14,207051539,3,1
2026-04-13,856203841,8,4
2026-04-13,300243311,4,0
2026-04-13,828212831,5,3
2026-04-13,300243311,3,2
2026-04-13,300243311,5,2
2026-04-13,300190941,4,0
2026-04-13,283230869,2,0
2026-04-13,300243311,0,0
2026-04-12,855212831,6,2
2026-04-12,300243311,3,2
2026-04-12,300243311,4,0
2026-04-12,256186153,6,2
2026-04-12,280235073,1,0
2026-04-12,300243311,2,0
2026-04-14,246211990,5,3
2026-04-14,827051539,4,1
2026-04-14,283224251,3,1
2026-04-14,827051539,5,3
2026-04-14,517254803,5,2
2026-04-14,827051539,2,2
2026-04-12,206024630,3,1
2026-04-12,827051539,2,1
2026-04-12,804262621,3,1
2026-04-12,827051539,2,1
2026-04-12,848167948,3,1
2026-04-12,827051539,0,0
2026-04-10,206024630,8,2
2026-04-10,827051539,3,1
2026-04-10,845230869,4,0
2026-04-10,827051539,2,0
2026-04-10,827051539,10,3
2026-04-10,274192119,1,1
2026-04-15,251150724,5,1
2026-04-15,206177683,4,1
2026-04-15,251150724,5,2
2026-04-15,834192119,4,0
2026-04-15,251150724,11,1
2026-04-15,206167948,1,0
2026-04-14,251150724,3,1
2026-04-14,265233306,3,0
2026-04-14,251150724,3,2
2026-04-14,251051539,4,2
2026-04-14,251150724,2,1
2026-04-14,217199987,4,2
2026-04-14,233192119,6,2
2026-04-14,251150724,3,1
2026-04-14,251150724,5,2
2026-04-14,828202811,3,1
2026-04-14,251150724,4,2
2026-04-14,214005479,3,3
2026-04-14,251150724,6,3
2026-04-14,300199987,0,0
2026-04-13,289192119,1,0
2026-04-13,825210257,6,4
2026-04-13,289192119,1,0
2026-04-13,511234102,1,1
2026-04-13,289192119,5,3
2026-04-13,829235073,4,3
2026-04-13,289192119,5,1
2026-04-13,300243675,3,2
2026-04-13,289192119,9,4
2026-04-13,300223686,5,0
2026-04-13,256210257,5,3
2026-04-13,289192119,1,0
2026-04-13,289192119,7,4
2026-04-13,237210257,3,2
2026-04-12,289192119,3,0
2026-04-12,206177683,7,3
2026-04-12,289192119,5,4
2026-04-12,300192119,5,1
2026-04-12,289192119,6,3
2026-04-12,234167495,4,1
2026-04-14,265233306,7,4
2026-04-14,251186153,5,2
2026-04-14,265233306,7,4
2026-04-14,206024630,4,0
2026-04-14,265233306,4,1
2026-04-14,237192119,4,0
2026-04-14,265233306,8,3
2026-04-14,270234577,5,1
2026-04-12,265233306,7,5
2026-04-12,251051539,5,2
2026-04-12,265233306,4,2
2026-04-12,834235840,6,2
2026-04-12,265233306,6,2
2026-04-12,214167495,3,1
2026-04-12,265233306,9,3
2026-04-12,517259532,6,1
2026-04-12,265233306,6,3
2026-04-12,846193080,5,2
2026-04-14,851230872,4,3
2026-04-14,300186153,5,3
2026-04-14,851230872,7,4
2026-04-14,834230621,8,5
2026-04-14,851230872,2,0
2026-04-14,265234102,4,4
2026-04-14,851230872,7,3
2026-04-14,283211101,2,1
2026-04-14,851230872,4,3
2026-04-14,300234642,5,1
2026-04-12,851230872,10,5
2026-04-12,264190941,7,4
2026-04-12,851230872,3,1
2026-04-12,300251752,5,0
2026-04-12,851230872,1,1
2026-04-12,270193105,5,3
2026-04-12,851230872,5,3
2026-04-12,291220901,7,4
2026-04-15,234180739,3,2
2026-04-15,840001179,4,0
2026-04-15,234180739,5,2
2026-04-15,825051539,9,3
2026-04-15,218200726,2,0
2026-04-15,234180739,7,4
2026-04-15,234180739,2,1
2026-04-15,834235840,4,0
2026-04-15,834230621,7,2
2026-04-15,234180739,8,3
2026-04-15,251051539,4,0
2026-04-15,234180739,8,3
2026-04-15,234180739,6,2
2026-04-15,324024630,8,4
2026-04-15,206203841,3,2
2026-04-15,234180739,6,3
2026-04-15,234180739,6,2
2026-04-15,829226753,8,2
2026-04-15,101001179,3,1
2026-04-15,234180739,7,3
2026-04-15,274192119,5,1
2026-04-15,256193105,4,3
2026-04-15,206177683,2,1
2026-04-15,256193105,5,3
2026-04-15,256193105,1,0
2026-04-15,830210941,2,0
2026-04-14,206177683,8,3
2026-04-14,256193105,9,6
2026-04-14,256193105,3,1
2026-04-14,265186153,4,2
2026-04-14,256193105,5,2
2026-04-14,834192119,4,2
2026-04-14,256193105,7,5
2026-04-14,300235840,6,2
2026-04-14,270233934,0,0
2026-04-14,256193105,5,2
2026-04-14,256193105,7,4
2026-04-14,825051539,4,0
2026-04-15,256210257,4,1
2026-04-15,300212831,9,2
2026-04-15,300212831,6,1
2026-04-15,291262621,4,1
2026-04-15,300212831,4,0
2026-04-15,300192119,5,2
2026-04-15,856203841,5,4
2026-04-15,300212831,7,1
2026-04-14,300212831,5,3
2026-04-14,101001179,8,2
2026-04-14,828212831,6,3
2026-04-14,300212831,3,3
2026-04-14,283170597,6,1
2026-04-14,300212831,0,0
2026-04-14,300212831,1,1
2026-04-14,829192119,3,1
2026-04-14,300212831,3,2
2026-04-14,270233934,5,3
