GK_ID,피슈팅,선방
246199987,9,6
300216065,3,0
270233267,3,2
826226753,1,0
237192119,3,0
270233267,4,2
270233267,1,0
828192119,10,6
300228789,7,5
270233267,2,2
270233267,3,0
206164835,5,1
300262621,3,1
270233267,8,5
270233267,1,1
828215698,4,0
270233267,2,1
300225395,3,1
283211101,3,1
804262621,5,1
221192448,5,1
283211101,4,1
206203775,4,3
283211101,6,4
283211101,5,1
300235840,3,3
283211101,2,0
829204883,6,2
834230621,10,6
283211101,1,0
252167948,5,1
283211101,4,0
283211101,4,2
206024630,3,1
283211101,2,0
265225116,6,4
283211101,3,1
218199987,6,3
804263063,6,2
256199987,3,1
826205186,7,3
256199987,4,2
256199987,5,2
300270821,6,4
852200159,5,5
256199987,4,2
300192448,5,2
256199987,2,2
300215698,7,6
256199987,6,3
289178005,5,2
256199987,4,2
256199987,6,2
256186569,4,1
206177683,1,0
256199987,5,2
856210385,6,1
324024630,4,2
284216065,4,1
324024630,2,2
291220901,9,4
324024630,6,3
264190941,1,1
324024630,3,2
300192448,2,0
324024630,2,1
265225116,2,0
324024630,4,1
216163587,5,2
324024630,4,1
252167948,0,0
324024630,3,0
291262621,7,1
324024630,7,3
828226753,7,5
852192448,5,3
828226753,4,3
231024630,6,4
828226753,8,5
206024630,4,2
828226753,8,8
283186569,4,1
828226753,5,4
517223885,8,4
828226753,5,4
300226753,6,0
300192119,5,2
300192119,11,3
300192119,4,1
206048940,3,1
300192119,4,0
300259532,0,0
300192119,8,4
501230621,5,2
300192119,1,1
270233267,5,3
300192119,3,1
300192119,8,3
265192119,3,1
300192119,2,1
300192119,6,3
265233306,5,1
300192119,3,1
254048940,4,3
828215698,5,1
264190941,2,1
206193080,8,2
802163587,3,1
300186148,5,3
324024630,9,5
300254803,6,2
300186148,6,2
834192119,11,0
300186148,2,0
300186148,4,2
825192448,6,2
252051539,4,2
300186148,3,1
234051539,7,2
300186148,4,1
270193105,1,1
300186148,4,2
802051539,3,3
300186148,5,0
206177683,3,2
300186148,5,3
826200389,7,3
829220901,4,2
829220901,1,1
237212831,2,0
829220901,6,2
264190941,4,1
829220901,7,4
845233267,3,1
829220901,9,8
300262621,5,2
829220901,5,1
300215698,6,3
829220901,3,1
231024630,4,4
829167495,6,1
300192119,5,2
829167495,8,2
834210257,4,2
829167495,9,4
234051539,7,2
829167495,10,3
206186153,7,2
829167495,12,7
283170597,9,4
829167495,4,2
246199987,5,2
829167495,6,2
828215698,5,4
829167495,5,2
291211738,9,5
829167495,7,1
201167948,7,3
829167495,2,0
300192448,4,1
829235073,3,0
256193105,8,5
251167495,3,2
256193105,7,3
825212831,1,0
207193080,6,4
207193080,3,1
274192119,7,6
834177683,5,2
207193080,4,1
207193080,4,2
265233306,2,2
206024630,2,0
207193080,3,3
324024630,4,3
207193080,4,1
322177644,5,1
207193080,4,1
270233934,3,0
207193080,6,3
846202811,5,2
207193080,4,0
264230621,4,3
207193080,8,1
253192119,3,2
218221087,3,1
804262621,3,2
218221087,5,3
218221087,6,3
300215698,4,2
218221087,4,3
853232065,3,2
294238570,1,0
218221087,4,2
218221087,4,1
274192119,8,3
218221087,3,3
508186153,2,0
300233934,4,0
218221087,4,3
218221087,0,0
252167948,2,0
852186153,7,2
829051539,4,1
828192119,5,4
829051539,7,5
829199987,3,1
829051539,2,0
283167495,3,2
829051539,2,1
517235073,4,3
829051539,3,0
810225116,5,2
829051539,1,1
802167948,8,1
829051539,2,1
300186153,1,1
829051539,19,6
206024630,1,1
829051539,4,0
300192119,6,1
829051539,5,2
237001179,3,2
264190941,4,2
264190941,9,4
268051539,7,3
802005479,8,4
264190941,4,1
252162835,4,3
264190941,4,2
216189690,8,2
264190941,3,1
300262621,8,4
264190941,6,4
251001179,4,2
214051539,1,0
251001179,2,1
300260978,3,0
280210257,8,1
251001179,3,1
251001179,8,4
517211738,2,1
251001179,3,1
300186153,8,3
251001179,3,3
834230621,5,2
251001179,1,1
233192119,6,5
216200389,4,3
852263880,3,1
231024630,5,2
216200389,6,1
216200389,5,5
300206585,8,4
216200389,4,1
818167495,4,1
856228789,5,2
216200389,8,5
810246139,4,0
216200389,0,0
300186153,3,1
216200389,9,6
300233189,2,0
216200389,2,0
840215316,4,2
216200389,1,0
253167495,5,1
216200389,9,6
834235840,2,1
253192119,6,1
253192119,4,2
280177683,7,2
253192119,7,2
300234777,4,3
283186569,3,2
253192119,4,4
253192119,7,2
826226753,2,0
253192119,6,3
834202811,8,4
253192119,4,2
828212831,3,1
856235840,7,4
253192119,2,1
247191924,0,0
300263887,5,1
300263887,7,4
300233306,6,2
256005479,5,3
300263887,7,3
300263887,5,1
829220901,3,1
251192119,1,1
300263887,6,2
828230621,5,0
300263887,2,1
206212831,3,3
300263887,5,2
214212831,6,0
300263887,7,1
511220901,6,4
300263887,2,1
825206585,5,1
300263887,2,1
289051539,3,0
265186153,5,2
825206585,3,1
265186153,7,4
206212831,2,0
265186153,3,2
825212831,3,0
256186153,8,6
300192119,6,2
256186153,5,5
234001179,3,1
256186153,2,1
231163155,1,0
256186153,5,2
256186153,8,4
834212831,4,0
828215698,3,3
253192119,3,0
828215698,1,1
828215698,7,1
828215698,6,2
216192448,7,4
828215698,5,2
828192119,5,1
828215698,5,4
101001179,4,2
828215698,1,0
300194404,6,2
828215698,1,1
300193080,3,2
828215698,4,3
251051539,4,2
828215698,7,2
253168435,7,3
274192119,3,1
804263063,4,2
274192119,3,1
828230621,4,2
274192119,3,1
806266323,6,1
274192119,4,2
848252154,3,0
851210676,3,0
274192119,6,4
274192119,7,3
840214979,5,3
253192119,8,3
274192119,6,3
274192119,3,2
300199987,6,2
274192119,2,0
848225116,1,0
206230621,6,2
814223885,4,0
825192119,2,0
814223885,4,3
851204935,1,0
814223885,2,2
814223885,3,1
825051539,4,2
289190053,4,1
280243952,5,2
289190053,6,2
265233306,12,6
289190053,0,0
845199005,3,1
289190053,1,0
256193105,11,2
289190053,3,0
206215316,4,2
289190053,7,4
828212831,2,1
289190053,3,3
300204883,6,2
289190053,3,1
273180739,5,2
289190053,7,3
840242948,3,0
289190053,3,0
237212831,4,1
300240913,8,6
234190941,2,1
300240913,2,1
256186153,5,0
300240913,3,1
828167495,3,0
300240913,6,2
201192119,8,1
300240913,6,2
517212831,5,2
300240913,5,0
802051539,1,0
300240913,5,0
517193080,1,0
207000488,5,2
300240913,2,1
300240913,4,3
517200389,2,1
300240913,2,1
291262621,12,4
829235073,2,1
828202811,5,4
829235073,6,4
802163587,2,0
829235073,4,2
268005479,4,1
234167495,8,3
829235073,3,1
834192119,4,2
829235073,6,3
289176550,8,3
829235073,7,3
829235073,7,2
829235073,5,3
829235073,8,4
840188943,0,0
829235073,9,5
214212831,3,2
829235073,2,1
300258498,5,3
237190053,5,3
834202811,7,3
237190053,8,4
836005479,5,2
237190053,2,1
825192119,8,4
237190053,0,0
234051539,4,1
206024630,5,2
237190053,1,1
237190053,3,2
234190053,6,6
237190053,3,1
828209981,6,3
210230621,7,3
265233306,2,0
265233306,3,3
828212831,6,3
283186153,5,2
300186153,3,2
517259532,6,3
300186153,6,2
300224836,4,2
300186153,5,1
848225116,5,0
300186153,5,1
322146748,6,4
300186153,7,3
804262621,3,2
300186153,4,2
300224836,2,1
300186153,2,2
804262621,3,2
300186153,1,1
517259532,5,5
300186153,4,2
517209981,7,4
300186153,2,1
207212831,6,1
300228789,6,0
207212831,8,3
256199987,7,4
265233306,4,0
207212831,1,0
300259532,5,3
207212831,6,1
207212831,5,4
270233934,4,2
217234642,5,3
207212831,7,2
207212831,7,3
515227127,5,2
216200389,6,2
207212831,7,2
207212831,8,2
300226753,5,4
216162835,0,0
828215698,4,0
207210257,4,1
828215698,4,0
265233306,4,4
264230621,6,4
265233306,7,2
101238380,5,4
265233306,4,2
252162835,7,3
265233306,2,0
827048940,4,2
265233306,5,3
814048940,7,2
265233306,4,2
300235840,3,2
826192563,8,2
265233306,6,1
265233306,6,3
256051539,2,1
265233306,4,2
237192119,8,3
517211738,5,4
256186153,5,4
517211738,5,1
214024630,4,1
802048940,3,2
517211738,7,3
517211738,8,2
283192448,6,2
517211738,9,4
804262621,7,3
517211738,10,4
283186153,8,4
517211738,4,1
251167495,3,2
517211738,5,2
293212432,4,3
274192119,5,3
517211738,4,3
517211738,5,0
216192448,6,3
834210257,4,2
300212831,3,1
101005479,6,2
270221087,2,1
825212831,6,4
270221087,2,0
242186153,5,2
270221087,2,1
270221087,3,2
214212831,3,0
201190053,7,3
270221087,9,5
270221087,4,2
825051539,5,4
802051539,6,2
270221087,2,1
265233306,4,1
270221087,4,0
270221087,2,0
289192119,4,3
253167495,3,0
237212831,4,2
253167495,4,1
216167495,4,2
253192119,7,4
253167495,6,4
253167495,4,1
825048940,4,3
253167495,8,5
289190053,4,3
253167495,5,2
856240091,1,0
253167495,4,3
513234642,4,3
253167495,4,3
300230621,6,4
218215316,5,1
825212831,5,2
218215316,12,7
300193080,7,1
815206003,7,2
218215316,5,3
206024630,8,4
218215316,4,2
289192119,3,0
218215316,7,3
237212831,4,1
218215316,6,3
218215316,4,2
300243647,3,1
508024630,5,1
218215316,3,1
265234102,5,3
218215316,6,3
324024630,7,3
848192119,4,0
829204883,4,0
848192119,4,1
237199987,7,2
848192119,6,3
300199987,5,1
848192119,8,6
834210257,21,1
848192119,1,0
101190053,3,1
848192119,3,2
270233934,3,2
848192119,6,2
291262621,3,2
848192119,7,1
810220901,5,2
848192119,6,3
270233267,5,3
300212831,4,1
270233267,5,3
214048940,4,0
270233267,6,4
515192119,6,2
270233267,6,4
234192119,7,2
270233267,7,4
300186153,4,1
270233267,4,0
845242179,1,1
270233267,4,1
256210257,3,2
270233267,10,8
834242948,4,1
270233267,1,0
513200389,8,4
319005479,5,4
828202811,5,2
291220901,0,0
319005479,2,0
826226753,2,0
217212831,10,6
828192119,7,3
826226753,9,4
826226753,5,1
217212831,5,4
826226753,4,1
283167495,9,3
826226753,3,2
517211738,5,4
826226753,13,6
291211738,2,2
826226753,4,3
834230621,12,7
251167948,5,2
826226753,5,1
826226753,2,0
206177683,5,4
300192119,1,0
844199641,4,0
289192119,3,1
300192119,5,0
300192119,5,4
265234102,8,3
300192119,4,2
253167495,5,1
300192119,4,1
216167495,3,2
201001179,9,2
300192119,2,1
834230621,6,3
300192119,2,1
828212831,4,1
300192119,3,2
834212831,3,1
300192119,3,0
265234102,4,1
265186153,3,0
253192119,1,1
265186153,5,3
265186153,7,6
300167495,2,0
265186153,4,1
111051539,0,0
300192119,7,3
265186153,4,1
300192119,0,0
265186153,5,1
217210257,3,1
265186153,6,3
265186153,3,2
256186153,3,0
265186153,6,4
300263887,7,1
513228789,2,0
214190053,11,7
251190053,6,5
513228789,4,0
513228789,0,0
265192119,4,1
300198513,6,1
513228789,3,2
324024630,10,5
513228789,3,1
856235840,2,2
513228789,4,1
517192563,2,2
513228789,3,1
513228789,2,2
206199482,3,2
206024630,8,3
513228789,9,2
206024630,8,4
300190941,7,0
246199987,8,1
206024630,4,2
206024630,1,1
206200389,4,0
206024630,3,3
256186153,4,1
206024630,5,4
503234102,5,2
206024630,7,3
214024630,2,0
206024630,4,2
852192448,7,1
206024630,3,0
840215316,4,1
300215316,5,2
300219836,0,0
804262621,2,1
300219836,3,2
300219836,5,1
214192448,1,0
828200389,3,2
300219836,3,0
300219836,5,3
319005479,7,4
300219836,3,1
300240091,1,0
280230621,4,2
300219836,7,7
231024630,4,0
300219836,4,1
300219836,3,2
517212831,4,1
324024630,2,1
517252154,9,3
324024630,6,3
270233934,5,3
324024630,4,0
280177683,6,2
836167948,5,4
251048940,3,0
828215698,4,1
251048940,4,1
256199987,6,3
251048940,5,1
832235073,3,0
251048940,4,3
835016254,6,3
251048940,1,1
828230621,5,1
251048940,1,0
846212831,5,1
511186153,7,3
848051539,7,5
251048940,6,4
814186569,7,2
251048940,5,1
300252154,5,3
234173373,4,0
300252154,3,0
214200389,2,1
265225116,2,1
300252154,5,1
300252154,5,4
805212432,4,2
834230621,5,1
300252154,4,1
322146748,2,1
300252154,7,5
300263887,0,0
300252154,4,1
300252154,0,0
234051539,2,0
515167495,8,4
300252154,5,3
214186569,3,3
300243311,5,3
300243311,5,4
256186153,6,3
300243311,4,1
251186153,8,4
300243311,7,2
231024630,3,1
217212831,9,5
300243311,5,0
300243311,4,3
206177683,4,2
300243311,5,1
284216065,10,7
300243311,4,1
825192448,5,3
300243311,6,3
283230621,6,3
810200389,6,3
826226753,1,0
851220901,6,2
826226753,2,2
231024630,2,1
826226753,3,2
826226753,4,2
206177683,2,1
324024630,2,2
826226753,15,13
265233306,3,2
826226753,7,4
826226753,3,1
828200389,6,4
206212831,4,1
826226753,2,2
828200389,4,2
826226753,3,0
829235073,7,2
256199987,11,5
825212831,4,1
256199987,5,3
851220901,6,3
256199987,3,1
283224251,2,2
256199987,7,2
216192448,8,3
256199987,6,3
814223885,0,0
256199987,3,0
517230869,4,1
256199987,4,2
844259532,7,1
256199987,6,2
289190053,8,4
256199987,1,0
268051539,6,1
825210257,1,0
840215316,7,3
268051539,6,1
289192119,7,4
300192119,2,0
834242948,3,2
300192119,6,1
300192119,3,1
834240913,6,3
828167495,5,3
300192119,4,2
264210385,3,3
300192119,6,0
207192563,1,0
300192119,5,2
265233306,2,2
300192119,1,0
206024630,0,0
300192119,3,1
270233934,6,2
300192119,0,0
840206585,8,2
845233267,8,4
840206585,7,0
206177683,10,2
840206585,3,1
261044897,11,9
300234371,3,0
840206585,0,0
840206585,7,4
216234642,5,2
852223885,6,3
216162835,5,2
206167948,5,4
852223885,8,1
852223885,5,3
840215316,11,9
852223885,4,2
300206585,5,2
829189117,8,4
517235840,3,0
300243675,5,1
829189117,2,2
253177683,4,3
829189117,2,2
829189117,5,4
206210257,1,1
805212432,4,2
829189117,3,3
300192448,4,4
829189117,10,6
829189117,5,4
828167948,6,4
293212432,4,1
829189117,5,2
829189117,5,2
256192448,3,1
206206585,5,3
829189117,3,0
234190941,2,0
829235073,3,3
234190941,3,1
300192448,4,2
515210257,7,3
234190941,5,2
234190941,5,2
848167948,5,4
234190941,5,2
265233306,6,2
251186153,5,1
234190941,5,1
234190941,5,3
256210257,4,0
234190941,3,0
300215316,8,4
234190941,4,2
804250753,2,1
802167948,2,1
256005479,7,4
810185122,7,2
802167948,3,0
802167948,3,0
300230621,8,3
802167948,3,2
810225116,11,7
802167948,4,3
206024630,2,0
802167948,9,4
253192119,5,1
802167948,5,2
237192119,10,6
802167948,3,0
265233306,3,1
802167948,4,1
207192563,5,1
802167948,6,5
300212831,5,1
