날짜,GK_ID,강화단계,피슈팅,선방
2026-03-19,825051539,8,2,0
2026-03-19,517223885,8,13,7
2026-03-19,825051539,8,13,10
2026-03-19,300243675,13,2,1
2026-04-18,253230869,10,6,3
2026-04-18,214005479,8,5,1
2026-04-18,300192119,8,2,1
2026-04-18,214005479,8,5,3
2026-04-18,253167495,8,6,4
2026-04-18,214005479,8,1,0
2026-04-18,846212831,8,2,2
2026-04-18,214005479,8,4,2
2026-04-17,253167948,8,4,2
2026-04-17,214005479,8,4,1
2026-04-17,828200389,8,4,2
2026-04-17,214005479,8,5,3
2026-04-17,256199987,9,2,1
2026-04-17,214005479,8,7,2
2026-04-17,291262621,8,6,4
2026-04-17,214005479,8,2,2
2026-04-17,206203042,10,2,2
2026-04-17,214005479,8,5,1
2026-04-17,845199005,8,2,2
2026-04-17,214005479,8,4,1
2026-04-17,251048940,10,0,0
2026-04-17,214005479,8,3,1
2026-04-17,300192563,13,4,2
2026-04-17,214005479,8,5,2
2026-04-17,820240091,8,4,2
2026-04-17,214005479,8,4,3
2026-04-17,815220407,8,0,0
2026-04-17,214005479,8,3,0
2026-04-17,256168435,9,4,2
2026-04-17,214005479,8,6,3
2026-04-17,517225116,8,4,4
2026-04-17,214005479,8,8,6
2026-04-17,827051539,8,3,0
2026-04-17,214005479,8,4,2
2026-04-17,246199987,8,0,0
2026-04-17,214005479,8,5,1
2026-04-17,834192119,8,7,3
2026-04-17,214005479,8,5,3
2026-04-17,289051539,8,5,1
2026-04-17,214005479,8,8,4
2026-04-17,214192119,11,5,2
2026-04-17,214005479,8,6,2
2026-04-17,851210676,8,4,1
2026-04-17,214005479,8,3,1
2026-04-17,233192119,8,10,4
2026-04-17,214005479,8,6,2
2026-04-17,264190941,8,2,1
2026-04-17,214005479,8,5,1
2026-04-16,251192119,8,0,0
2026-04-16,214005479,8,5,1
2026-04-16,201192119,11,2,0
2026-04-16,214005479,8,4,2
2026-04-16,836001179,11,11,2
2026-04-16,214005479,8,1,0
2026-04-16,284188943,9,2,1
2026-04-16,214005479,8,5,0
2026-04-16,289051539,9,5,3
2026-04-16,214005479,8,4,1
2026-04-16,825051539,10,11,4
2026-04-16,214005479,8,4,3
2026-04-16,284216065,8,3,3
2026-04-16,214005479,8,5,3
2026-04-16,834230621,8,3,2
2026-04-16,214005479,8,4,0
2026-04-16,253192119,10,5,3
2026-04-16,214005479,8,5,1
2026-04-15,515210257,8,3,0
2026-04-15,214005479,8,2,0
2026-04-15,855220901,8,9,6
2026-04-15,214005479,8,3,1
2026-04-15,802167948,8,21,2
2026-04-15,214005479,8,0,0
2026-04-15,251186153,8,3,1
2026-04-15,214005479,8,7,4
2026-04-15,503233306,8,2,0
2026-04-15,214005479,8,2,1
2026-04-15,300189908,13,5,1
2026-04-15,214005479,8,6,1
2026-04-15,237212831,9,4,0
2026-04-15,214005479,8,5,3
2026-04-14,206005479,13,1,1
2026-04-14,214005479,8,2,0
2026-04-14,300228413,8,11,3
2026-04-14,214005479,8,1,1
2026-04-14,834202811,8,1,0
2026-04-14,214005479,8,9,5
2026-04-14,810220901,8,5,1
2026-04-14,214005479,8,3,2
2026-04-18,284001179,8,5,1
2026-04-18,234162835,8,4,1
2026-04-18,855200389,8,12,6
2026-04-18,284001179,8,5,1
2026-03-22,251001179,8,2,1
2026-03-22,265234102,8,7,3
2026-03-22,251001179,8,4,2
2026-03-22,323186153,8,7,2
2026-03-22,251001179,8,1,1
2026-03-22,216167948,8,6,3
2026-03-22,251001179,8,0,0
2026-03-22,834230621,8,6,2
2026-03-22,319005479,6,10,6
2026-03-22,251001179,8,2,1
2026-04-18,256001179,9,4,3
2026-04-18,300257288,13,5,1
2026-04-18,256001179,9,7,3
2026-04-18,291262621,8,9,6
2026-04-18,256001179,9,1,0
2026-04-18,324024630,13,0,0
2026-04-17,256001179,9,0,0
2026-04-17,300210257,8,1,1
2026-04-17,256001179,9,5,2
2026-04-17,265186153,8,2,1
2026-04-17,256001179,9,6,1
2026-04-17,828215698,8,4,1
2026-04-17,256001179,9,1,0
2026-04-17,828200389,8,6,4
2026-04-14,848225116,8,5,2
2026-04-14,256001179,9,6,5
2026-04-13,256001179,9,12,9
2026-04-13,810243952,8,7,4
2026-04-13,256001179,9,5,2
2026-04-13,206048940,10,6,3
2026-04-13,256001179,9,6,4
2026-04-13,828192119,8,12,9
2026-04-13,256001179,9,7,2
2026-04-13,256005479,10,7,5
2026-04-13,256001179,9,5,4
2026-04-13,251192119,8,4,2
