NO,경기일시,결과,선수이름,포지션,강화,평점,득점,어시스트,전체슛,유효슛,감아차기슛,감아차기골,헤딩슛,헤딩골,프리킥슛,프리킥골,박스안슛,박스밖슛,패스시도,패스성공,패스성공률(%),패스굴절,드리블시도,드리블성공,드리블거리,볼소유시도,볼소유성공,공중볼경합시도,공중볼경합성공,태클시도,태클성공,블락시도,블락성공,가로채기,파울,경고,퇴장
672,2026-04-11 20:03,승,마르쿠스 튀람,LW,9,9.3,3,0,4,3,0,0,0,0,0,0,0,0,13,12,92.3,0,8,7,95,5,1,13,1,0,0,0,0,0,0,0,0
673,2026-04-11 20:03,승,앙드레 오나나,GK,9,7.1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,80,0,1,1,12,2,1,0,0,0,0,0,0,0,0,0,0
674,2026-04-11 20:03,승,헨릭 미키타리안,LS,10,9.1,1,2,1,1,0,0,0,0,0,0,0,0,10,8,80,0,11,9,248,6,1,2,1,0,0,0,0,0,0,0,0
675,2026-04-11 20:03,승,마이콘,CDM,9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,18,15,83.3,0,12,12,202,6,3,1,0,3,2,0,0,2,0,0,0
676,2026-04-11 20:03,승,라울 벨라노바,RWB,9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,88.9,0,7,7,157,3,2,0,0,1,1,0,0,1,0,0,0
677,2026-04-11 20:03,승,덴젤 둠프리스,RCB,8,7.8,0,1,0,0,0,0,0,0,0,0,0,0,11,9,81.8,0,4,3,24,8,6,0,0,1,1,0,0,1,0,0,0
678,2026-04-11 20:03,승,파트리크 비에이라,LCB,9,7.5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,4,3,33,3,2,3,1,0,0,2,1,1,0,0,0
679,2026-04-11 20:03,승,루이스 피구,RW,9,8.1,0,0,0,0,0,0,0,0,0,0,0,0,13,11,84.6,0,9,9,495,7,4,1,0,0,0,1,0,0,0,0,0
680,2026-04-11 20:03,승,M. 브로조비치,LCM,9,7.3,0,0,0,0,0,0,0,0,0,0,0,0,16,15,93.8,0,10,10,134,1,0,1,0,0,0,1,0,0,0,0,0
681,2026-04-11 20:03,승,하칸 찰하놀루,RCM,9,8.1,0,1,1,1,0,0,0,0,0,0,0,0,18,18,100,0,10,8,132,3,1,0,0,1,1,0,0,1,0,0,0
682,2026-04-11 19:50,승,마르쿠스 튀람,LW,9,8.1,2,0,4,2,0,0,0,0,0,0,0,0,13,12,92.3,0,11,10,295,5,0,0,0,0,0,0,0,0,0,0,0
683,2026-04-11 19:50,승,덴젤 둠프리스,RCB,8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,10,10,100,0,3,3,15,4,4,1,0,0,0,1,1,1,0,0,0
684,2026-04-11 19:50,승,루이스 피구,??,9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,87.5,0,5,5,156,3,2,0,0,0,0,1,0,0,0,0,0
685,2026-04-11 19:50,승,앙드레 오나나,GK,9,6.6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
686,2026-04-11 19:50,승,로빈 고젠스,??,11,7.1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,100,0,3,3,222,0,0,0,0,0,0,0,0,0,0,0,0
687,2026-04-11 19:50,승,하칸 찰하놀루,RCM,9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,20,17,85,0,13,13,204,3,0,0,0,0,0,0,0,0,0,0,0
688,2026-04-11 19:50,승,헨릭 미키타리안,??,10,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0
689,2026-04-11 19:50,승,마테오 다르미안,LWB,9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
690,2026-04-11 19:50,승,라울 벨라노바,??,9,6.9,0,1,0,0,0,0,0,0,0,0,0,0,3,3,100,0,2,2,73,1,1,0,0,0,0,1,0,0,0,0,0
691,2026-04-11 19:50,승,파트리크 비에이라,LCB,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,0,0,0,3,2,1,0,2,1,1,1,2,0,0,0
692,2026-04-11 19:50,승,애슐리 영,RWB,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,2,2,59,1,1,0,0,0,0,0,0,0,0,0,0
693,2026-04-11 19:50,승,마이콘,??,9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,16,13,81.2,0,10,9,154,6,2,0,0,2,2,1,0,2,0,0,0
694,2026-04-11 19:50,승,사뮈엘 에토,RW,8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0
695,2026-04-11 19:50,승,로베르토 바조,LS,10,6.6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0
696,2026-04-11 19:50,승,M. 브로조비치,LCM,9,7,0,0,1,0,0,0,0,0,0,0,0,0,20,19,95,0,12,11,174,4,1,3,1,0,0,2,0,0,0,0,0
697,2026-04-11 19:50,승,하비에르 사네티,CDM,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,83.3,0,5,5,137,1,0,0,0,0,0,0,0,0,0,0,0
698,2026-04-11 19:39,승,M. 브로조비치,LCM,9,7.5,0,0,0,0,0,0,0,0,0,0,0,0,26,24,92.3,0,17,17,341,3,2,1,0,0,0,1,0,0,0,0,0
699,2026-04-11 19:39,승,하칸 찰하놀루,RCM,9,8.3,2,0,3,2,0,0,0,0,0,0,0,0,13,10,76.9,0,2,2,24,6,0,0,0,0,0,0,0,0,0,0,0
700,2026-04-11 19:39,승,마테오 다르미안,LWB,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,2026-04-11 19:39,승,헨릭 미키타리안,??,10,7.3,1,0,1,1,0,0,0,0,0,0,0,0,12,11,91.7,0,10,10,226,2,0,1,0,0,0,0,0,0,0,0,0
702,2026-04-11 19:39,승,앙드레 오나나,GK,9,7.4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,80,0,3,3,59,3,2,0,0,0,0,0,0,0,0,0,0
703,2026-04-11 19:39,승,사뮈엘 에토,RW,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,2026-04-11 19:39,승,애슐리 영,RWB,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,2026-04-11 19:39,승,로빈 고젠스,??,11,6.5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,100,0,6,6,183,2,2,17,0,0,0,1,0,0,0,0,0
706,2026-04-11 19:39,승,루이스 피구,??,9,7.2,0,0,0,0,0,0,0,0,0,0,0,0,11,10,90.9,0,6,5,181,3,1,2,0,0,0,1,0,0,0,0,0
707,2026-04-11 19:39,승,하비에르 사네티,CDM,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,2026-04-11 19:39,승,마르쿠스 튀람,LW,9,8.1,0,2,4,1,0,0,0,0,0,0,0,0,19,17,89.5,0,13,10,281,8,2,5,1,0,0,0,0,0,0,0,0
709,2026-04-11 19:39,승,로베르토 바조,LS,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,2026-04-11 19:39,승,라울 벨라노바,??,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,12,12,100,0,6,6,176,0,0,2,0,0,0,0,0,0,0,0,0
711,2026-04-11 19:39,승,덴젤 둠프리스,RCB,8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,100,0,5,5,47,2,2,9,0,1,0,2,1,1,0,0,0
712,2026-04-11 19:39,승,마이콘,??,9,7.3,0,0,0,0,0,0,0,0,0,0,0,0,25,22,88,0,15,15,146,8,5,2,0,2,1,0,0,1,0,0,0
713,2026-04-11 19:39,승,파트리크 비에이라,LCB,9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,10,10,100,0,7,7,114,3,3,4,0,2,2,3,0,2,0,0,0
714,2026-04-11 17:06,패,마이콘,LDM,9,7.7,1,0,1,1,0,0,0,0,0,0,0,0,22,19,86.4,0,13,12,230,8,3,0,0,0,0,2,0,0,0,0,0
715,2026-04-11 17:06,패,헨릭 미키타리안,LF,10,6.3,0,0,0,0,0,0,0,0,0,0,0,0,13,11,84.6,0,8,7,348,4,1,1,0,3,1,0,0,1,0,0,0
716,2026-04-11 17:06,패,루이스 피구,RF,9,6,0,0,0,0,0,0,0,0,0,0,0,0,11,9,81.8,0,11,8,164,6,1,2,0,0,0,0,0,0,0,0,0
717,2026-04-11 17:06,패,M. 브로조비치,LCM,9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,11,10,90.9,0,8,6,144,4,1,0,0,0,0,0,0,0,0,0,0
718,2026-04-11 17:06,패,로빈 고젠스,LM,11,6.8,0,0,0,0,0,0,0,0,0,0,0,0,9,9,100,0,7,5,102,7,5,0,0,1,1,0,0,1,0,0,0
719,2026-04-11 17:06,패,마르쿠스 튀람,LW,9,6.1,0,0,0,0,0,0,0,0,0,0,0,0,14,13,92.9,0,7,4,48,3,0,1,0,0,0,0,0,0,0,0,0
720,2026-04-11 17:06,패,앙드레 오나나,GK,9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
721,2026-04-11 17:06,패,파트리크 비에이라,RDM,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,14,12,85.7,0,10,8,148,9,6,0,0,4,2,1,0,2,0,0,0
722,2026-04-11 17:06,패,하칸 찰하놀루,RCM,9,6.2,0,1,0,0,0,0,0,0,0,0,0,0,10,9,90,0,8,6,76,2,0,0,0,0,0,1,0,0,0,0,0
723,2026-04-11 17:06,패,라울 벨라노바,RM,9,6.2,0,0,0,0,0,0,0,0,0,0,0,0,9,9,100,0,6,6,92,2,2,0,0,0,0,1,0,0,0,0,0
724,2026-04-11 17:06,패,덴젤 둠프리스,CB,8,6.1,0,0,0,0,0,0,0,0,0,0,0,0,11,10,90.9,0,4,3,50,7,5,0,0,3,3,2,0,3,0,0,0
725,2026-04-11 16:55,무,라울 벨라노바,RWB,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,100,0,9,8,288,2,1,1,0,1,0,0,0,0,0,0,0
726,2026-04-11 16:55,무,루이스 피구,RM,9,7.1,0,1,0,0,0,0,0,0,0,0,0,0,10,8,80,0,7,6,218,5,3,0,0,1,1,0,0,1,0,0,0
727,2026-04-11 16:55,무,마이콘,CDM,9,6.8,0,0,1,0,0,0,0,0,0,0,0,0,17,16,94.1,0,14,14,200,2,1,0,0,2,2,0,0,2,0,0,0
728,2026-04-11 16:55,무,하칸 찰하놀루,RDM,9,6.7,0,0,2,2,0,0,0,0,0,0,0,0,16,13,81.2,0,8,8,114,7,2,0,0,0,0,0,0,0,0,0,0
729,2026-04-11 16:55,무,앙드레 오나나,GK,9,7.4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,0,2,1,21,1,1,0,0,0,0,0,0,0,0,0,0
730,2026-04-11 16:55,무,덴젤 둠프리스,RCB,8,5.6,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100,0,5,4,81,2,1,3,0,0,0,0,0,0,0,0,0
731,2026-04-11 16:55,무,헨릭 미키타리안,LM,10,6.3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,100,0,7,7,220,0,0,0,0,0,0,0,0,0,0,0,0
732,2026-04-11 16:55,무,M. 브로조비치,LDM,9,7.4,0,1,0,0,0,0,0,0,0,0,0,0,17,14,82.4,0,13,13,208,5,2,0,0,0,0,0,0,0,0,0,0
733,2026-04-11 16:55,무,파트리크 비에이라,LCB,9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,100,0,5,5,42,5,5,0,0,0,0,0,0,0,0,0,0
734,2026-04-11 16:55,무,마르쿠스 튀람,LW,9,8.4,2,0,3,2,0,0,0,0,0,0,0,0,12,11,91.7,0,9,6,171,6,0,7,0,0,0,0,0,0,0,0,0
735,2026-04-11 16:55,무,로빈 고젠스,LWB,11,6.3,0,0,0,0,0,0,0,0,0,0,0,0,13,10,76.9,0,9,9,203,4,1,1,0,0,0,0,0,0,0,0,0
736,2026-04-11 16:44,패,마르쿠스 튀람,LW,9,8.5,2,0,4,3,0,0,0,0,0,0,0,0,13,13,100,0,7,7,180,3,0,2,0,0,0,0,0,0,0,0,0
737,2026-04-11 16:44,패,루이스 피구,RW,9,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,50,0,7,6,259,4,0,0,0,1,1,0,0,1,0,0,0
738,2026-04-11 16:44,패,헨릭 미키타리안,LS,10,6.7,0,1,0,0,0,0,0,0,0,0,0,0,10,10,100,0,7,6,146,1,0,2,0,0,0,0,0,0,0,0,0
739,2026-04-11 16:44,패,하칸 찰하놀루,RCM,9,7.8,1,1,1,1,0,0,0,0,0,0,0,0,13,11,84.6,0,9,9,210,3,0,0,0,1,1,0,0,1,0,0,0
740,2026-04-11 16:44,패,덴젤 둠프리스,RCB,8,5.4,0,0,2,0,0,0,0,0,0,0,0,0,5,4,80,0,1,1,11,4,2,3,3,1,1,1,0,1,0,0,0
741,2026-04-11 16:44,패,파트리크 비에이라,LCB,9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,100,0,4,4,42,1,1,0,0,0,0,0,0,0,0,0,0
742,2026-04-11 16:44,패,라울 벨라노바,RWB,9,7.3,0,1,0,0,0,0,0,0,0,0,0,0,12,12,100,0,8,8,331,2,2,0,0,1,0,1,0,0,0,0,0
743,2026-04-11 16:44,패,M. 브로조비치,LCM,9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,15,12,80,0,9,9,223,4,1,0,0,0,0,1,0,0,0,0,0
744,2026-04-11 16:44,패,마이콘,CDM,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,19,16,84.2,0,10,10,106,5,2,3,0,1,0,2,0,0,0,0,0
745,2026-04-11 16:44,패,로빈 고젠스,LWB,11,6.1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100,0,3,3,22,3,3,1,0,0,0,0,0,0,0,0,0
746,2026-04-11 16:44,패,앙드레 오나나,GK,9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,0,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0
747,2026-04-11 16:31,승,앙드레 오나나,GK,9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,2,2,43,1,1,0,0,0,0,0,0,0,0,0,0
748,2026-04-11 16:31,승,하비에르 사네티,CDM,10,6.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,25,2,0,0,0,0,0,0,0,0,0,0,0
749,2026-04-11 16:31,승,마이콘,??,9,8.5,2,0,2,2,0,0,0,0,0,0,0,0,15,13,86.7,0,14,13,167,5,0,1,0,1,1,0,0,1,0,0,0
750,2026-04-11 16:31,승,하칸 찰하놀루,RCM,9,7,0,1,0,0,0,0,0,0,0,0,0,0,17,14,82.4,0,13,13,248,8,5,0,0,2,0,0,0,0,0,0,0
751,2026-04-11 16:31,승,로빈 고젠스,??,11,6.1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100,0,6,5,155,3,2,1,0,0,0,0,0,0,0,0,0
752,2026-04-11 16:31,승,마르쿠스 튀람,LW,9,8.2,1,1,1,1,0,0,0,0,0,0,0,0,11,10,90.9,0,5,4,120,3,0,10,0,0,0,1,0,0,0,0,0
753,2026-04-11 16:31,승,파트리크 비에이라,LCB,9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,11,10,90.9,0,5,5,56,4,3,1,0,2,2,0,0,2,0,0,0
754,2026-04-11 16:31,승,루이스 피구,RW,9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,60,0,6,4,200,5,1,1,0,0,0,0,0,0,0,0,0
755,2026-04-11 16:31,승,M. 브로조비치,LCM,9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,12,10,83.3,0,11,8,103,7,2,6,0,1,1,1,0,1,0,0,0
756,2026-04-11 16:31,승,헨릭 미키타리안,LS,10,7.7,0,1,0,0,0,0,0,0,0,0,0,0,16,14,87.5,0,10,10,292,4,2,0,0,0,0,0,0,0,0,0,0
757,2026-04-11 16:31,승,마테오 다르미안,LWB,9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,1,1,15,1,1,0,0,0,0,0,0,0,0,0,0
758,2026-04-11 16:31,승,라울 벨라노바,??,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100,0,6,5,164,1,1,1,0,1,0,0,0,0,0,0,0
759,2026-04-11 16:31,승,덴젤 둠프리스,RCB,8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,13,12,92.3,0,6,6,114,4,3,0,0,0,0,2,1,1,0,0,0
760,2026-04-11 16:31,승,애슐리 영,RWB,9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,2,2,79,1,1,0,0,0,0,0,0,0,0,0,0
761,2026-04-10 20:15,패,라울 벨라노바,RM,9,7.3,0,1,0,0,0,0,0,0,0,0,0,0,6,5,83.3,0,5,5,108,1,0,0,0,1,2,0,0,2,0,0,0
762,2026-04-10 20:15,패,파트리크 비에이라,RDM,9,4.1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,80,0,3,3,83,1,0,0,0,1,0,1,0,0,0,0,0
763,2026-04-10 20:15,패,루이스 피구,RF,9,7.3,1,0,1,1,0,0,0,0,0,0,0,0,10,8,80,0,6,4,165,6,1,0,0,1,1,1,0,1,0,0,0
764,2026-04-10 20:15,패,덴젤 둠프리스,CB,8,5.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,0,0,0,1,1,1,1,4,1,1,0,1,0,0,0
765,2026-04-10 20:15,패,M. 브로조비치,LCM,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,25,24,96,0,13,13,140,4,3,0,0,1,0,0,0,0,0,0,0
766,2026-04-10 20:15,패,헨릭 미키타리안,LF,10,5.9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,100,0,3,2,70,1,0,0,0,0,0,0,0,0,0,0,0
767,2026-04-10 20:15,패,얀 조머,GK,8,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,2026-04-10 20:15,패,마이콘,LDM,9,7.3,0,0,0,0,0,0,0,0,0,0,0,0,18,17,94.4,0,9,9,146,4,3,0,0,3,3,1,0,3,0,0,0
769,2026-04-10 20:15,패,마르쿠스 튀람,LW,9,8.3,1,1,2,2,0,0,0,0,0,0,0,0,17,16,94.1,0,16,9,216,10,2,4,1,1,1,0,0,1,0,0,0
770,2026-04-10 20:15,패,로빈 고젠스,LM,11,6.7,0,0,0,0,0,0,0,0,0,0,0,0,12,9,75,0,5,5,54,10,7,3,0,0,0,1,0,0,0,0,0
771,2026-04-10 20:15,패,하칸 찰하놀루,RCM,9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,17,12,70.6,0,9,8,191,7,2,3,0,3,2,0,0,2,0,0,0
772,2026-04-10 20:03,패,얀 조머,GK,8,5.1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,1,1,16,3,2,0,0,0,0,0,0,0,0,0,0
773,2026-04-10 20:03,패,마이콘,LDM,9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,19,19,100,0,15,13,138,4,4,1,0,2,2,1,0,2,0,0,0
774,2026-04-10 20:03,패,M. 브로조비치,LCM,9,7,0,1,0,0,0,0,0,0,0,0,0,0,11,11,100,0,6,4,192,3,1,0,0,1,1,0,0,1,0,0,0
775,2026-04-10 20:03,패,라울 벨라노바,RM,9,6.1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,80,0,9,9,398,3,1,1,0,0,0,1,0,0,0,0,0
776,2026-04-10 20:03,패,로빈 고젠스,LM,11,6,0,0,0,0,0,0,0,0,0,0,0,0,12,8,66.7,0,11,7,130,7,1,1,0,1,1,2,0,1,0,0,0
777,2026-04-10 20:03,패,루이스 피구,RF,9,7.1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,86.7,0,14,12,436,8,3,0,0,0,0,0,0,0,0,0,0
778,2026-04-10 20:03,패,마르쿠스 튀람,LW,9,7.7,1,0,1,1,0,0,0,0,0,0,0,0,13,13,100,0,10,7,196,3,0,2,0,0,0,0,0,0,0,0,0
779,2026-04-10 20:03,패,파트리크 비에이라,RDM,9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,60,0,2,2,25,2,1,0,0,1,1,0,0,0,0,0,0
780,2026-04-10 20:03,패,하칸 찰하놀루,RCM,9,6.6,0,0,1,1,0,0,0,0,0,0,0,0,22,20,90.9,0,13,10,215,9,4,1,1,1,0,1,0,0,0,0,0
781,2026-04-10 20:03,패,헨릭 미키타리안,LF,10,6.8,0,0,0,0,0,0,0,0,0,0,0,0,17,16,94.1,0,12,12,264,2,1,0,0,0,0,0,0,0,0,0,0
782,2026-04-10 20:03,패,덴젤 둠프리스,CB,8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,88.9,0,4,4,16,4,3,0,0,1,0,0,0,0,0,0,0
783,2026-04-10 19:52,패,하칸 찰하놀루,RCM,9,7.2,0,1,0,0,0,0,0,0,0,0,0,0,19,17,89.5,0,14,14,285,4,2,10,0,0,0,1,0,0,0,0,0
784,2026-04-10 19:52,패,마이콘,LDM,9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,22,21,95.5,0,20,19,246,8,6,5,0,3,0,0,0,0,0,0,0
785,2026-04-10 19:52,패,로빈 고젠스,LM,11,6.5,0,0,1,0,0,0,0,0,0,0,0,0,11,9,81.8,0,5,5,105,7,4,0,0,0,0,1,0,0,0,0,0
786,2026-04-10 19:52,패,루이스 피구,RF,9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,87.5,0,5,4,99,2,0,0,0,0,0,1,0,0,0,0,0
787,2026-04-10 19:52,패,M. 브로조비치,LCM,9,6,0,0,0,0,0,0,0,0,0,0,0,0,17,13,76.5,0,12,11,194,6,1,0,0,1,1,1,0,1,0,0,0
788,2026-04-10 19:52,패,얀 조머,GK,8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,100,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0
789,2026-04-10 19:52,패,헨릭 미키타리안,LF,10,6.1,0,0,0,0,0,0,0,0,0,0,0,0,13,12,92.3,0,9,7,162,4,1,0,0,0,0,1,0,0,0,0,0
790,2026-04-10 19:52,패,파트리크 비에이라,RDM,9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100,0,4,4,29,2,2,3,0,1,0,0,0,0,0,0,0
791,2026-04-10 19:52,패,마르쿠스 튀람,LW,9,7.5,1,0,4,3,0,0,0,0,0,0,0,0,15,12,80,0,14,10,348,11,0,5,0,0,0,0,0,0,0,0,0
792,2026-04-10 19:52,패,덴젤 둠프리스,CB,8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,8,6,75,0,5,4,31,9,5,2,0,1,1,0,0,1,0,0,0
793,2026-04-10 19:52,패,라울 벨라노바,RM,9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,100,0,7,6,311,2,2,0,0,1,1,0,0,1,0,0,0
794,2026-04-10 19:40,패,루이스 피구,RF,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,100,0,6,5,91,3,1,0,0,1,0,0,0,0,0,0,0
795,2026-04-10 19:40,패,로빈 고젠스,LM,11,6,0,0,0,0,0,0,0,0,0,0,0,0,9,7,77.8,0,8,5,104,6,2,0,0,0,0,0,0,0,0,0,0
796,2026-04-10 19:40,패,파트리크 비에이라,RDM,9,6.2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,87.5,0,4,4,61,3,2,3,0,2,1,0,0,1,0,0,0
797,2026-04-10 19:40,패,마르쿠스 튀람,LW,9,8.6,2,0,3,3,0,0,0,0,0,0,0,0,14,14,100,0,2,1,14,4,0,3,1,0,0,0,0,0,0,0,0
798,2026-04-10 19:40,패,M. 브로조비치,LCM,9,6.9,0,1,1,0,0,0,0,0,0,0,0,0,13,13,100,0,12,11,155,2,1,0,0,0,0,2,0,0,0,0,0
799,2026-04-10 19:40,패,하칸 찰하놀루,RCM,9,8.3,1,1,1,1,0,0,0,0,0,0,0,0,22,20,90.9,0,12,11,156,5,1,2,1,1,1,0,0,1,0,0,0
800,2026-04-10 19:40,패,헨릭 미키타리안,LF,10,6.4,0,0,1,1,0,0,0,0,0,0,0,0,14,12,85.7,0,10,6,322,7,2,0,0,1,1,0,0,1,0,0,0
801,2026-04-10 19:40,패,얀 조머,GK,8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
802,2026-04-10 19:40,패,라울 벨라노바,RM,9,7.7,0,1,0,0,0,0,0,0,0,0,0,0,15,12,80,0,8,8,205,6,4,3,0,1,1,1,0,1,0,0,0
803,2026-04-10 19:40,패,마이콘,LDM,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,22,20,90.9,0,10,9,72,4,2,0,0,1,0,4,0,0,0,0,0
804,2026-04-10 19:40,패,덴젤 둠프리스,CB,8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,100,0,4,4,53,4,4,7,1,1,1,0,0,1,0,0,0
805,2026-04-10 19:29,패,라울 벨라노바,RM,9,6.2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,83.3,0,7,4,47,4,2,1,0,1,1,2,0,1,0,0,0
806,2026-04-10 19:29,패,M. 브로조비치,LCM,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,18,14,77.8,0,14,12,214,7,2,0,0,0,0,1,0,0,0,0,0
807,2026-04-10 19:29,패,하칸 찰하놀루,RCM,9,6.4,0,1,0,0,0,0,0,0,0,0,0,0,12,12,100,0,5,5,91,0,0,0,0,0,0,2,0,0,0,0,0
808,2026-04-10 19:29,패,마이콘,LDM,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,18,15,83.3,0,13,12,90,5,2,1,0,3,2,1,0,2,0,0,0
809,2026-04-10 19:29,패,마르쿠스 튀람,LW,9,8.1,2,0,2,2,0,0,0,0,0,0,0,0,19,18,94.7,0,11,6,155,9,1,1,1,0,0,0,0,0,0,0,0
810,2026-04-10 19:29,패,루이스 피구,RF,9,6.8,0,1,0,0,0,0,0,0,0,0,0,0,13,11,84.6,0,6,6,220,4,2,2,1,0,0,0,0,0,0,0,0
811,2026-04-10 19:29,패,덴젤 둠프리스,CB,8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,3,2,21,6,4,2,0,3,3,1,0,3,0,0,0
812,2026-04-10 19:29,패,얀 조머,GK,8,5.6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
813,2026-04-10 19:29,패,파트리크 비에이라,RDM,9,3.8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,3,3,51,1,1,4,0,0,0,0,0,0,0,0,0
814,2026-04-10 19:29,패,로빈 고젠스,LM,11,5.2,0,0,0,0,0,0,0,0,0,0,0,0,9,8,88.9,0,9,8,159,4,2,0,0,0,0,0,0,0,0,0,0
